ANO_ELEICAO;SG_UF;DS_CARGO;SG_PARTIDO;NR_CANDIDATO;NM_CANDIDATO;SQ_CANDIDATO;DS_SIT_TOT_TURNO;QT_VOTOS_TOTAL
1994;AC;DEPUTADO ESTADUAL;DEM*;25202;HAMILTON LUIZ DE ARAUJO ROCHA;1072520200535;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;DEM*;25210;JOSE VIEIRA DE FARIAS;1072521000538;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO ESTADUAL;DEM*;25211;RAIMUNDO GOMES LEITAO;1072521100539;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;DEM*;25225;ALERCIO DIAS;1072522500546;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;DEM*;25250;HILDEBRANDO PASCOAL NOGUEIRA NETO;1072525000551;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MDB*;15105;MARCIO MIGUEL BITTAR;1071510500495;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MDB*;15107;MAMEDE SAID MAIA FILHO;1071510700497;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MDB*;15108;ELSON BEZERRA DA SILVA COSTA;1071510800498;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MDB*;15122;VAGNER JOSE SALES;1071512200509;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MDB*;15127;JOAO CORREIA LIMA SOBRINHO;1071512700512;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MDB*;15130;JOSE TARCISIO MEDEIROS DE MORAES;1071513000513;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO ESTADUAL;MOBILIZA*;33100;ROBERTO BARROS FILHO;1073310000554;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;MOBILIZA*;33199;SERGIO DE OLIVEIRA CUNHA;1073319900571;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PC DO B;65200;SERGIO ROCHA TABOADA;1076520000592;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PPR;11106;JOSE RAIMUNDO BARROSO BESTENE;1071110600429;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PPR;11110;BENEDITO CAVALCANTE DAMASCENO;1071111000431;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO ESTADUAL;PPR;11111;RAIMUNDO SALES COSTA;1071111100432;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PPR;11115;JOSE ELSON SANTIAGO DE MELO;1071111500436;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PPR;11116;ALVARO MOREIRA ROMERO;1071111600437;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PPR;11119;FRANCISCO LOPES PESSOA;1071111900440;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PPR;11120;ARMANDO SALVATIERRA BARROSO;1071112000441;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO ESTADUAL;PPR;11133;CARLOS CESAR CORREIA DE MESSIAS;1071113300446;ELEITO;0
1994;AC;DEPUTADO ESTADUAL;PT;13121;RONALD POLANCO RIBEIRO;1071312100465;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO ESTADUAL;PT;13133;NILSON MOURA LEITE MOURAO;1071313300469;ELEITO;0
1994;AC;DEPUTADO FEDERAL;MDB*;1504;MARIA ZILA FROTA BEZERRA DE OLIVEIRA;1060150400402;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO FEDERAL;MDB*;1505;MAURI SERGIO MOURA DE OLIVEIRA;1060150500403;ELEITO;0
1994;AC;DEPUTADO FEDERAL;MDB*;1507;FRANCISCO BRIGIDO DA COSTA;1060150700404;ELEITO;0
1994;AC;DEPUTADO FEDERAL;MDB*;1522;FRANCISCO DIOGENES DE ARAUJO;1060152200409;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO FEDERAL;PP*;3999;JOAO MAIA DA SILVA FILHO;1060399900412;ELEITO POR MÉDIA;0
1994;AC;DEPUTADO FEDERAL;PPR;1101;CARLOS AIRTON MAGALHAES SANTANA DE SOUZA;1060110100386;ELEITO;0
1994;AC;DEPUTADO FEDERAL;PPR;1110;AURICELIA FREITAS DE ASSIS;1060111000388;ELEITO;0
1994;AC;DEPUTADO FEDERAL;PPR;1112;JOSE EDMAR SANTIAGO DE MELO;1060111200390;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;DEM*;25105;JOSE JADSON PEDRO DE FARIAS;2072510503869;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;DEM*;25111;MARCELINO ALEXANDRE JOSE DOS SANTOS;2072511103870;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;DEM*;25123;ROGERIO AUTO TEOFILO;2072512303871;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;DEM*;25177;EDIVAL VIEIRA GAIA;2072517703872;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;MDB*;15105;JOAO BARBOSA NETO;2071510503837;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;MDB*;15111;JOAO BELTRAO SIQUEIRA;2071511103840;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;MDB*;15115;ANTONIO RIBEIRO DE ALBUQUERQUE;2071511503841;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;MDB*;15118;LUCIANO SURUAGY DO AMARAL;2071511803842;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;MDB*;15151;NIVALDO JATOBA;2071515103846;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;MDB*;15160;DEMURIEZ LEAO BARBOSA;2071516003847;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;MOBILIZA*;33110;JOAO CALDAS DA SILVA;2073311003878;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;MOBILIZA*;33120;JOSE DANILO DAMASO DE ALMEIDA;2073312003882;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PP*;39111;TEMOTEO CORREIA SANTOS;2073911103889;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;PP*;39115;CESAR EUSTAQUIO MALTA AMARAL;2073911503890;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PP*;39116;WASHINGTON LUIZ DAMASCENO FREITAS;2073911603891;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PPR;11111;CICERO PAES FERRO;2071111103816;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PRP;44200;DELIO JOSE DE SOUZA ALMEIDA;2074420003917;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PSB;40110;CICERO AMELIO DA SILVA;2074011003898;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PSB;40111;JOSE FRANCISCO CERQUEIRA TENORIO;2074011103899;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;PSC;20110;OSCAR RAMALHO FONTES LIMA;2072011003850;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PSC;20112;CELSO LUIZ TENORIO BRANDAO;2072011203852;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PSC;20120;LUCILA REGIA ALBUQUERQUE TOLEDO;2072012003853;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PSC;20121;GILVAN GOMES BARROS;2072012103854;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO ESTADUAL;PSC;20202;FRANCISCO JOAO CARVALHO BELTRAO;2072020203857;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PSC;20250;JOSE JOTA DUARTE MARQUES;2072025003861;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PT;13111;HELOISA HELENA LIMA DE MORAES CARVALHO;2071311103829;ELEITO;0
1994;AL;DEPUTADO ESTADUAL;PTB;14140;ROBERTO VILLAR TORRES;2071414003832;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO FEDERAL;DEM*;2518;BENEDITO DE LIRA;2060251803793;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO FEDERAL;MDB*;1505;JOSE THOMAZ DA SILVA NONO NETTO;2060150503781;ELEITO;0
1994;AL;DEPUTADO FEDERAL;PP*;3939;TALVANE LUIS GAMA ALBUQUERQUE;2060393903801;ELEITO;0
1994;AL;DEPUTADO FEDERAL;PPR;1110;MOACIR LOPES DE ANDRADE;2060111003773;ELEITO;0
1994;AL;DEPUTADO FEDERAL;PSC;2020;AUGUSTO CESAR CAVALCANTE FARIAS;2060202003787;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO FEDERAL;PSD;4111;LUIZ DANTAS LIMA;2060411103807;ELEITO;0
1994;AL;DEPUTADO FEDERAL;PSDB;4511;JOSEFA SANTOS CUNHA;2060451103811;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO FEDERAL;PSDB;4545;FERNANDO JOSE TORRES;2060454503812;ELEITO POR MÉDIA;0
1994;AL;DEPUTADO FEDERAL;PTB;1414;ALBERICO CORDEIRO;2060141403780;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;DEM*;25109;BELARMINO LINS DE ALBUQUERQUE;4072510900778;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO ESTADUAL;DEM*;25112;MANOEL MANECA DO CARMO CHAVES NETO;4072511200781;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;MDB*;15105;MIGUEL CAPOBIANGO NETO;4071510500726;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;MDB*;15111;MIQUEIAS MATIAS FERNANDES;4071511100730;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;MDB*;15113;SEBASTIAO DA SILVA REIS;4071511300732;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO ESTADUAL;MDB*;15116;ANTONIO NASCIMENTO CORDEIRO;4071511600734;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;MDB*;15117;ROBERTO RUY GUERRA DE SOUZA;4071511700735;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO ESTADUAL;MOBILIZA*;33144;JOAO MENDES DA FONSECA JUNIOR;4073314400805;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PC DO B;65111;ERONILDO BRAGA BEZERRA;4076511100888;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PP*;39119;RISONILDO CARNEIRO DE ALMEIDA;4073911900822;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PPR;11110;JOSE LUPERCIO RAMOS DE OLIVEIRA;4071111000663;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PPR;11111;FRANCISCO DE ASSIS FARIAS RODRIGUES;4071111100664;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO ESTADUAL;PPR;11112;LIBERMAN BICHARA MORENO;4071111200665;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO ESTADUAL;PPR;11117;WILTON PEREIRA DOS SANTOS;4071111700668;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PPR;11123;RONALDO LAZARO TIRADENTES;4071112300672;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PPR;11125;DARCY HUMBERTO MICHILES;4071112500673;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PPR;11194;OMAR JOSE ABDEL AZIZ;4071119400684;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PRP;44144;JOAQUIM FRANCISCO DA SILVA CORADO;4074414400860;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PSB;40222;ADEMAR VIEIRA MARQUES;4074022200841;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO ESTADUAL;PSD;41123;MARCIA CRISTINA OLIVEIRA DA COSTA;4074112300849;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PSDB;45113;VALDENOR PONTES CARDOSO;4074511300869;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PTB;14001;RAYMUNDO NONATO LOPES;4071400100699;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PTB;14028;GERALDO SOARES DE MEDEIROS;4071402800703;ELEITO;0
1994;AM;DEPUTADO ESTADUAL;PTB;14100;ROBERTO SABINO RODRIGUES;4071410000704;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO FEDERAL;DEM*;2525;ATILA SIDNEY LINS DE ALBUQUERQUE;4060252500647;ELEITO;0
1994;AM;DEPUTADO FEDERAL;MDB*;1510;LUIZ FERNANDO SARMENTO NICOLAU;4060151000633;ELEITO;0
1994;AM;DEPUTADO FEDERAL;MDB*;1511;JOAO THOME VERCOSA DE MEDEIROS RAPOSO;4060151100634;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO FEDERAL;MDB*;1515;EULER ESTEVES RIBEIRO;4060151500635;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO FEDERAL;PPR;1110;PAUDERNEY TOMAZ AVELINO;4060111000618;ELEITO;0
1994;AM;DEPUTADO FEDERAL;PPR;1111;ALZIRA VALDELICE PIRES EWERTON;4060111100619;ELEITO POR MÉDIA;0
1994;AM;DEPUTADO FEDERAL;PPR;1122;JOSE MELO DE OLIVEIRA;4060112200621;ELEITO;0
1994;AM;DEPUTADO FEDERAL;PSDB;4545;ARTHUR VIRGILIO DO CARMO RIBEIRO NETO;4060454500658;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;DEM*;25111;JOSE JULIO DE MIRANDA COELHO;3072511101655;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;DEM*;25113;LUIS CANTUARIA BARRETO;3072511301657;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;DEM*;25121;FRANCISCO MILTON RODRIGUES;3072512101662;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO ESTADUAL;DEM*;25122;REGILDO WANDERLEY SALOMAO;3072512201663;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;DEM*;25130;JOAO DIAS DE CARVALHO;3072513001666;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;MDB*;15102;MANOEL BRASIL DE PAULA FILHO;3071510201616;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;MDB*;15110;NELSON BENEDITO SALOMAO DE SANTANA;3071511001624;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;MDB*;15123;FRAN SOARES NASCIMENTO JUNIOR;3071512301631;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO ESTADUAL;PDT;12113;ANTONIO WALDEZ GOES DA SILVA;3071211301587;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;PL*;22119;ANTONIO PINHEIRO TELES;3072211901637;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;PL*;22122;ROSEMIRO ROCHA FREIRES;3072212201639;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;PL*;22299;ROBERVAL SOUSA DE AZEVEDO PICANCO;3072229901648;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO ESTADUAL;PSB;40117;JANETE MARIA GOES CAPIBERIBE;3074011701696;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;PSD;41111;ANTONIO ROBERTO RODRIGUES DA SILVA;3074111101704;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;PT;13177;HILDO DOS SANTOS FONSECA;3071317701597;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO ESTADUAL;PTB;14114;PAULO JOSE DA SILVA RAMOS;3071411401602;ELEITO;0
1994;AP;DEPUTADO ESTADUAL;PTB;14123;AMIRALDO DA SILVA FAVACHO;3071412301604;ELEITO;0
1994;AP;DEPUTADO FEDERAL;DEM*;2501;SERGIO CERQUEIRA BARCELLOS;3060250101558;ELEITO;0
1994;AP;DEPUTADO FEDERAL;DEM*;2504;MURILO AGOSTINHO PINHEIRO;3060250401560;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO FEDERAL;DEM*;2506;FATIMA LUCIA PELAES;3060250601562;ELEITO;0
1994;AP;DEPUTADO FEDERAL;PP*;3901;VALDENOR GUEDES SOARES;3060390101566;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO FEDERAL;PPR;1111;ERALDO DA SILVA TRINDADE;3060111101536;ELEITO;0
1994;AP;DEPUTADO FEDERAL;PSB;4006;RAQUEL CAPIBERIBE DA SILVA;3060400601569;ELEITO;0
1994;AP;DEPUTADO FEDERAL;PSB;4010;GERVASIO AUGUSTO DE OLIVEIRA;3060401001570;ELEITO POR MÉDIA;0
1994;AP;DEPUTADO FEDERAL;PTB;1414;ANTONIO DA JUSTA FEIJAO;3060141401546;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25101;CARLOS RICARDO GABAN;5072510104588;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25104;OSVALDO JOSE DE SOUZA;5072510404590;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25108;JAILTON LUIZ DOURADO FRAN;5072510804593;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25110;PAULO SERGIO PARANHOS DE MAGALHAES;5072511004594;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25111;JOSE CARLOS ARAUJO;5072511104595;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25115;REINALDO TEIXEIRA BRAGA;5072511504598;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25118;LUIZ BARBOSA DE DEUS;5072511804599;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25125;PAULO FRANCISCO DE CARVALHO CAMERA;5072512504605;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25133;ZELINDA NOVAES E SILVA;5072513304611;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25144;BALTAZARINO ARAUJO ANDRADE;5072514404614;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25145;JOSE NUNES SOARES;5072514504615;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25155;HERALDO EDUARDO ROCHA;5072515504618;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25158;ISAAC MARAMBAIA DOS SANTOS;5072515804619;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25163;ROBERIO CASSIO RIBEIRO NUNES;5072516304622;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25170;JOSE RONALDO DE CARVALHO;5072517004624;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25181;JOSE JOAQUIM DE SANTANA;5072518104627;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25183;JOEL DE SOUZA NEIVA;5072518304628;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25188;CLOVIS FERRAZ MEIRA;5072518804630;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;DEM*;25190;EDMON LOPES LUCAS;5072519004631;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15105;EDMUNDO PEREIRA SANTOS;5071510504498;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15107;LUIS CARLOS SOUZA AMARAL;5071510704500;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15108;OSMAR RAMOS;5071510804501;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15125;YVONILTON BORGES GON;5071512504517;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15126;CLOVIS RIBEIRO FLORES;5071512604518;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15160;WALGUIMAR COTRIM PIRES;5071516004534;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15185;CRISTOVAO FERREIRA;5071518504540;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15211;PAULO ERNESTO RIBEIRO DA SILVA;5071521104543;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;MDB*;15221;TARCIZIO SUZART PIMENTA JUNIOR;5071522104547;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;MOBILIZA*;33233;JOSE CARLOS MARQUES DA SILVA;5073323304674;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PC DO B;65222;ALICE MAZZUCO PORTUGAL;5076522204845;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PDT;12111;TARGINO MACHADO PEDREIRA FILHO;5071211104386;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PDT;12133;JOAO HENRIQUE DE BARRADAS CARNEIRO;5071213304397;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PDT;12138;JOSE MALTA MAIA;5071213804401;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PDT;12212;PAULO BRAGA MIRANDA;5071221204418;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PL*;22110;HORACIO MATOS NETO;5072211004568;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PL*;22111;LUCIANO SIMOES DE CASTRO BARBOSA;5072211104569;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PL*;22112;RUBEM CARNEIRO DA SILVA;5072211204570;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PL*;22119;OTTO ROBERTO MENDON;5072211904571;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PL*;22200;MARCELO DE OLIVEIRA GUIMARAES;5072220004575;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PL*;22222;PEDRO ALCANTARA DE SOUZA;5072222204579;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PL*;22231;LUIZ BEZERRA SOBRAL;5072223104580;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PP*;39101;PAULO ROBERTO DE SOUZA CARNEIRO;5073910104700;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PP*;39111;JOSE MAGALHAES FILHO;5073911104704;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PP*;39220;JURANDY CUNHA OLIVEIRA;5073922004732;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PPR;11122;RAIMUNDO NONATO SANTOS;5071112204372;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PPR;11166;MARCIO MONTENEGRO CERQUEIRA DE OLIVEIRA;5071116604378;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PSB;40150;ARNALDO ALVES TEXEIRA;5074015004765;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45102;OTONIEL FAGUNDES SARAIVA;5074510204785;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45110;JOSE MARCELO DO NASCIMENTO NILO;5074511004791;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45122;ANGELO MARIO CORONEL DE AZEVEDO MARTINS;5074512204799;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45145;ARNANDO LESSA SILVEIRA;5074514504812;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45171;RENATO BORGES DA COSTA;5074517104828;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45185;MARIA DEL CARMEN FIDALGO SANCHEZ PUGA;5074518504835;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PSDB;45198;JOSE VALDOMIRO PENA;5074519804840;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PT;13123;MARIA JOSE ROCHA LIMA;5071312304439;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PT;13131;GUILHERME MENEZES DE ANDRADE;5071313104441;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PT;13132;PAULO JACKSON VILASBOAS;5071313204442;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PT;13140;DILSON BATISTA SANTIAGO;5071314004446;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PT;13211;NELSON VICENTE PORTELA PELLEGRINO;5071321104459;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PTB;14110;ANTONIO HONORATO DE CASTRO NETO;5071411004476;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO ESTADUAL;PTB;14118;JOAO EVILASIO VASCONCELOS BONFIM;5071411804482;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PTB;14122;MARIA LUIZA DIAS LAUDANO;5071412204485;ELEITO;0
1994;BA;DEPUTADO ESTADUAL;PTB;14144;ARTUR NAPOLEAO DE CARNEIRO REGO;5071414404492;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2502;ERALDO TINOCO MELO;5060250204269;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2503;MANOEL FIGUEIREDO CASTRO;5060250304270;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;DEM*;2508;JONIVAL LUCAS DA SILVA;5060250804272;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2512;LUIZ FERNANDO LUZ BRAGA;5060251204274;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;DEM*;2515;JAIRO ALFREDO OLIVEIRA CARNEIRO;5060251504276;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2517;JAIRO AZI;5060251704277;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2519;BENITO DA GAMA SANTOS;5060251904278;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2522;CLAUDIO CAJADO SAMPAIO;5060252204279;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;DEM*;2525;JOSE ALVES ROCHA;5060252504280;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2529;LUIS EDUARDO MARON DE MAGALHAES;5060252904282;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2533;LUIZ MOREIRA DA SILVA;5060253304284;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2550;AROLDO CEDRAZ DE OLIVEIRA;5060255004285;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2552;JORGE KHOURY HEDAYE;5060255204286;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2555;JOSE CARLOS ALELUIA COSTA;5060255504287;ELEITO;0
1994;BA;DEPUTADO FEDERAL;DEM*;2588;URSICINO PINTO DE QUEIROZ;5060258804289;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;DEM*;2593;LEUR ANTONIO DE BRITO LOMANTO;5060259304290;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;MDB*;1501;JOAO ALMEIDA  DOS SANTOS;5060150104229;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;MDB*;1503;FERNANDO GOMES OLIVEIRA;5060150304231;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;MDB*;1516;SIMARA NOGUEIRA ELLERY;5060151604237;ELEITO;0
1994;BA;DEPUTADO FEDERAL;MDB*;1518;GEDDEL QUADROS VIEIRA LIMA;5060151804238;ELEITO;0
1994;BA;DEPUTADO FEDERAL;MDB*;1542;NESTOR DUARTE GUIMARAES NETO;5060154204245;ELEITO;0
1994;BA;DEPUTADO FEDERAL;MDB*;1555;PEDRO IRUJO YANIZ;5060155504250;ELEITO;0
1994;BA;DEPUTADO FEDERAL;PC DO B;6511;HAROLDO BORGES RODRIGUES LIMA;5060651104360;ELEITO;0
1994;BA;DEPUTADO FEDERAL;PDT;1212;CORIOLANO SOUSA SALES;5060121204174;ELEITO;0
1994;BA;DEPUTADO FEDERAL;PDT;1213;SEVERIANO ALVES DE SOUZA;5060121304175;ELEITO POR MÉDIA;0
1994;BA;DEPUTADO FEDERAL;PDT;1233;ANTONIO SERGIO BARRADAS CARNEIRO;5060123304181;ELEITO;0
