ANO_ELEICAO;SG_UF;DS_CARGO;SG_PARTIDO;NR_CANDIDATO;NM_CANDIDATO;SQ_CANDIDATO;DS_SIT_TOT_TURNO;QT_VOTOS_TOTAL
1994;MG;DEPUTADO ESTADUAL;PTB;14144;SIMAO PEDRO TOLEDO;13071414405406;ELEITO;0
1994;MG;DEPUTADO ESTADUAL;PTB;14190;DILZON LUIZ DE MELO;13071419005412;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO ESTADUAL;PTB;14200;AGOSTINHO PATRUS;13071420005414;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO ESTADUAL;PTB;14210;ROMEU FERREIRA DE QUEIROZ;13071421005417;ELEITO;0
1994;MG;DEPUTADO ESTADUAL;PTB;14250;PAULO SERGIO MIRANDA SCHETTINO;13071425005425;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO ESTADUAL;PV;43200;WILSON DE OLIVEIRA TROPIA;13074320005841;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2505;LAEL VARELLA;13060250505086;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2510;JAIR SIQUEIRA;13060251005088;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2511;JOSE SANTANA DE VASCONCELLOS MOREIRA;13060251105089;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2520;HUGO RODRIGUES DA CUNHA;13060252005092;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;DEM*;2525;ELISEU RESENDE;13060252505097;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2540;ARACELY DE PAULA;13060254005101;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;DEM*;2550;JAIME MARTINS FILHO;13060255005103;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;DEM*;2555;CARLOS CARMO ANDRADE MELLES;13060255505106;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2570;HUMBERTO GUIMARAES SOUTO;13060257005109;ELEITO;0
1994;MG;DEPUTADO FEDERAL;DEM*;2595;MAURO RIBEIRO LOPES;13060259505112;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1510;ZAIRE REZENDE;13060151005024;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1515;GENESIO BERNARDINO DE SOUZA;13060151505028;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;MDB*;1516;MARIA ELVIRA SALLES FERREIRA;13060151605029;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1521;ANTONIO DO VALLE RAMOS;13060152105031;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;MDB*;1530;FERNANDO ALBERTO DINIZ;13060153005036;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1533;RONALDO PERIM;13060153305038;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;MDB*;1560;NEWTON CARDOSO;13060156005049;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1570;SILAS BRASILEIRO;13060157005053;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1585;ARMANDO GONCALVES COSTA;13060158505056;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;MDB*;1590;JOSE SARAIVA FELIPE;13060159005059;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MDB*;1597;MARCOS GUIMARAES DE CERQUEIRA LIMA;13060159705061;ELEITO;0
1994;MG;DEPUTADO FEDERAL;MOBILIZA*;3312;HERCULANO ANGHINETTI;13060331205114;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PC DO B;6565;SERGIO MIRANDA DE MATOS BRITO;13060656505226;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PDT;1212;SILVIO DE ANDRADE ABREU JUNIOR;13060121204912;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PL*;2255;MAURICIO DE FREITAS TEIXEIRA CAMPOS;13060225505079;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PP*;3910;ROMEL ANIZIO JORGE;13060391005129;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PP*;3930;RAUL DECIO DE BELEM MIGUEL;13060393005137;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PP*;3949;MARIO DE OLIVEIRA;13060394905145;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PP*;3959;MARCIO REINALDO DIAS MOREIRA;13060395905148;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PP*;3993;SERGIO AUGUSTO NAYA;13060399305159;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PP*;3999;ODELMO LEAO CARNEIRO SOBRINHO;13060399905161;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PPR;1116;IBRAHIM ABI-ACKEL;13060111604900;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PSDB;4510;JOSE ELIAS MURAD;13060451005202;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PSDB;4513;CARLOS EDUARDO VENTURELLI MOSCONI;13060451305204;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PSDB;4535;EDUARDO LUIZ BARROS BARBOSA;13060453505209;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PSDB;4544;VITTORIO MEDIOLI;13060454405213;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PSDB;4545;ADEMIR LUCAS GOMES;13060454505214;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PSDB;4550;DANILO DE CASTRO;13060455005215;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PSDB;4555;AECIO NEVES DA CUNHA;13060455505217;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PSDB;4570;OSMANIO PEREIRA DE OLIVEIRA;13060457005220;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PT;1304;TILDEN JOSE SANTIAGO;13060130404959;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PT;1313;PAULO GABRIEL GODINHO DELGADO;13060131304964;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PT;1331;NILMARIO DE MIRANDA;13060133104973;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PT;1333;SANDRA MEIRA STARLING;13060133304974;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PT;1363;JOAO DOMINGOS FASSARELLA;13060136304992;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PT;1394;FRANCISCO CARLOS CHICO FERRAMENTA DELFINO;13060139405002;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PTB;1402;ISRAEL PINHEIRO FILHO;13060140205006;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PTB;1415;PHILEMON RODRIGUES DA SILVA;13060141505009;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PTB;1422;ROBERTO LUCIO ROCHA BRANT;13060142205010;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PTB;1433;PAULO HESLANDER COUTO;13060143305011;ELEITO;0
1994;MG;DEPUTADO FEDERAL;PTB;1435;LEOPOLDO PACHECO BESSONE;13060143505012;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PTB;1455;BONIFACIO JOSE TAMM DE ANDRADA;13060145505014;ELEITO POR MÉDIA;0
1994;MG;DEPUTADO FEDERAL;PTB;1466;JOSE REZENDE DE ANDRADE;13060146605015;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;DEM*;25111;LONDRES MACHADO;12072511110917;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;DEM*;25121;JOSE ROBERTO TEIXEIRA;12072512110922;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;DEM*;25125;HOSNE ESGAIB;12072512510923;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO ESTADUAL;DEM*;25185;CICERO ANTONIO DE SOUZA;12072518510925;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;MDB*;15106;WALDEMIR MOKA MIRANDA DE BRITO;12071510610892;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;MDB*;15113;CELINA MARTINS JALLAD;12071511310895;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;MDB*;15125;JERCE EUSEBIO DE SOUZA;12071512510901;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;MDB*;15133;MURILO ZAUITH;12071513310903;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;MDB*;15150;MANOEL FELIX NELITO CAMARA;12071515010905;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO ESTADUAL;PDT;12121;FRANKLIN RODRIGUES MASRUHA;12071212110848;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PDT;12180;VALDENIR MACHADO;12071218010850;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PL*;22600;MOYSES  NERY;12072260010914;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PP*;39110;MAURICIO PICARELLI;12073911010937;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PP*;39122;JERSON DOMINGOS;12073912210940;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PP*;39170;WALDIR NEVES BARBOSA;12073917010943;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PSDB;45101;ROBERTO MOACCAR ORRO;12074510110948;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO ESTADUAL;PSDB;45110;AKIRA OTSUBO;12074511010949;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PT;13111;JOSE ORCIRIO MIRANDA DOS SANTOS;12071311110857;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PT;13151;EURIDIO BEN-HUR FERREIRA;12071315110866;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PT;13233;ANILSON RODRIGUES DE SOUZA;12071323310877;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO ESTADUAL;PTB;14111;VALDOMIRO ALVES GONCALVES;12071411110879;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO ESTADUAL;PTB;14130;ANTONIO CARLOS RIBEIRO ARROYO;12071413010883;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PTB;14141;PAULO ESTEVAO DA CRUZ E SOUZA;12071414110885;ELEITO;0
1994;MS;DEPUTADO ESTADUAL;PTB;14222;EDER MOREIRA BRAMBILLA;12071422210889;ELEITO;0
1994;MS;DEPUTADO FEDERAL;DEM*;2513;MARILU SEGATTO GUIMARAES;12060251310828;ELEITO;0
1994;MS;DEPUTADO FEDERAL;MDB*;1510;DILSO SPERAFICO;12060151010819;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO FEDERAL;MDB*;1515;ANDRE PUCCINELLI;12060151510822;ELEITO;0
1994;MS;DEPUTADO FEDERAL;MDB*;1555;MARISA JOAQUINA MONTEIRO SERRANO;12060155510823;ELEITO;0
1994;MS;DEPUTADO FEDERAL;PDT;1212;OSCAR GOLDONI;12060121210802;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO FEDERAL;PP*;3939;FLAVIO AUGUSTO COELHO DERZI;12060393910834;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO FEDERAL;PSDB;4510;SAULO GARCIA QUEIROZ;12060451010836;ELEITO POR MÉDIA;0
1994;MS;DEPUTADO FEDERAL;PTB;1414;NELSON TRAD;12060141410815;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;DEM*;25100;RENE BARBOUR;11072510011078;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;DEM*;25150;HUMBERTO MELO BOSAIPO;11072515011085;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;DEM*;25151;ROMOALDO ALOISIO BORACZYNSKI JUNIOR;11072515111086;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;DEM*;25225;EMANUEL PINHEIRO;11072522511089;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;DEM*;25228;MOISES FELTRIN;11072522811090;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO ESTADUAL;DEM*;25240;BENEDITO PINTO DA SILVA;11072524011091;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;MDB*;15125;JOSE ESTEVES DE LACERDA FILHO;11071512511045;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;MDB*;15150;ERNANDY MAURICIO BARACAT DE ARRUDA;11071515011048;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;MDB*;15163;PEDRO INACIO WIERGERT;11071516311050;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;MOBILIZA*;33101;JOSE GERALDO RIVA;11073310111095;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;MOBILIZA*;33144;JORGE ANTONIO DE ABREU;11073314411103;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO ESTADUAL;PDT;12112;CARLOS ROBERTO SANTANA NUNES;11071211211019;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PDT;12120;FRANCISCO TARQUINIO DALTRO;11071212011020;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PDT;12150;WILSON PEREIRA DOS SANTOS;11071215011023;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PDT;12222;ZILDA PEREIRA LEITE DE CAMPOS;11071222211027;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO ESTADUAL;PL*;22105;GILMAR DONIZETE FABRIS;11072210511070;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PL*;22110;MANOEL FERREIRA DE ANDRADE;11072211011071;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO ESTADUAL;PL*;22123;JOAQUIM DAVID DOS SANTOS;11072212311072;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PL*;22150;AMADOR ATAIDE GONCALVES TUT;11072215011073;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO ESTADUAL;PPR;11101;PAULO SERGIO DA COSTA MOURA;11071110111011;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PSB;40140;ELIENE JOSE DE LIMA;11074014011111;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PSDB;45111;LUIZ ANTONIO VITORIO SOARES;11074511111139;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO ESTADUAL;PSDB;45145;RICARTE DE FREITAS JUNIOR;11074514511142;ELEITO;0
1994;MT;DEPUTADO ESTADUAL;PT;13222;SERYS MARLY SLHESSARENKO;11071322211033;ELEITO;0
1994;MT;DEPUTADO FEDERAL;MDB*;1515;APARECIDA MARIA BORGES BEZERRA;11060151510988;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO FEDERAL;PDT;1212;ANTONIO JOAQUIM MORAES RODRIGUES NETO;11060121210980;ELEITO;0
1994;MT;DEPUTADO FEDERAL;PL*;2290;WELLINGTON ANTONIO FAGUNDES;11060229010999;ELEITO;0
1994;MT;DEPUTADO FEDERAL;PPR;1111;ROGERIO LUCIO SOARES DA SILVA;11060111110978;ELEITO;0
1994;MT;DEPUTADO FEDERAL;PSDB;4511;ROBERTO FRANCA AUAD;11060451111007;ELEITO;0
1994;MT;DEPUTADO FEDERAL;PT;1313;GILNEY AMORIM VIANA;11060131310982;ELEITO;0
1994;MT;DEPUTADO FEDERAL;PTB;1414;MANOEL ANTONIO RODRIGUES PALMA;11060141410984;ELEITO POR MÉDIA;0
1994;MT;DEPUTADO FEDERAL;PTB;1440;MURILO DOMINGOS;11060144010985;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;DEM*;25125;ANDRE TEIXEIRA DIAS;14072512501408;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;DEM*;25192;LUIZ OTAVIO OLIVEIRA CAMPOS;14072519201409;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;DEM*;25222;JOAQUIM DE LIRA MAIA;14072522201412;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15111;DURBIRATAN DE ALMEIDA BARBOSA;14071511101317;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15121;ANTONIO ARMANDO AMARAL DE CASTRO;14071512101324;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15125;WILMAR GOMES FREIRE;14071512501328;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15128;HERUNDINO MOREIRA JUNIOR;14071512801330;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15138;ROSA DE FATIMA BARGE HAGE;14071513801335;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15141;MARIO COUTO FILHO;14071514101337;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15161;EDILSON PAIVA DE ABREU;14071516101347;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15163;JOSE NASSAR NETO;14071516301348;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15171;MANOEL CARLOS ANTUNES;14071517101350;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15180;ALOISIO AUGUSTO LOPES CHAVES;14071518001352;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15185;GERVASIO BANDEIRA FERREIRA;14071518501354;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15190;ISANE TREREZINHA ZAHLUTE MONTEIRO;14071519001356;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;MDB*;15195;ANTONIO ROCHA;14071519501358;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PDT;12112;MATILDO DIAS DA SILVA;14071211201258;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PDT;12220;CLECIO WITECK;14071222001263;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PDT;12234;MARIO APARECIDO MOREIRA;14071223401266;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PL*;22100;NADIR DA SILVA NEVES;14072210001372;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PL*;22120;LUIZ AFONSO DE PROENCA SEFER;14072212001377;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PL*;22170;SEBASTIAO OLIVEIRA DA SILVA;14072217001390;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PP*;39111;GEDEAO DIAS CHAVES;14073911101427;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PP*;39113;DUCIOMAR GOMES DA COSTA;14073911301429;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PP*;39200;ELZA ABUSSAFI MIRANDA;14073920001454;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PPR;11110;JOSE RODRIGUES DE SOUZA NETO;14071111001222;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PPR;11111;HAROLDO HERACLITO TAVARES DA SILVA;14071111101223;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PPR;11115;CIPRIANO SABINO DE OLIVEIRA JUNIOR;14071111501227;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PPR;11120;ANTENOR FONSECA DE OLIVEIRA;14071112001231;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PPR;11150;NIVALDO SOARES PEREIRA;14071115001249;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PPR;11160;RONALDO PASSARINHO PINTO DE SOUZA;14071116001252;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PPR;11161;FERNANDO JOSE BAHIA;14071116101253;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PPR;11180;ZENO AUGUSTO BASTOS VELOSO;14071118001254;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PSDB;45110;MARTINHO ARNALDO CAMPOS CARMONA;14074511001487;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PSDB;45151;MARIA DE LOURDES LIMA DE OLIVEIRA;14074515101494;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PT;13101;JOSE CARLOS LIMA DA COSTA;14071310101267;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PT;13119;JOSE GERALDO TORRES DA SILVA;14071311901281;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PT;13125;JOAO BATISTA OLIVEIRA DE ARAUJO;14071312501285;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PT;13131;RAIMUNDO LUIZ SILVA ARAUJO;14071313101291;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO ESTADUAL;PTB;14111;NOE XAVIER RODRIGUES PALHETA;14071411101305;ELEITO;0
1994;PA;DEPUTADO ESTADUAL;PTB;14214;ZENALDO RODRIGUES COUTINHO JUNIOR;14071421401311;ELEITO;0
1994;PA;DEPUTADO FEDERAL;DEM*;2555;VICTOR PIRES FRANCO NETO;14060255501193;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;MDB*;1510;ANTONIO CEZAR PINHO BRASIL;14060151001155;ELEITO;0
1994;PA;DEPUTADO FEDERAL;MDB*;1511;ELCIONE THEREZINHA ZAHLUTH BARBALHO;14060151101156;ELEITO;0
1994;PA;DEPUTADO FEDERAL;MDB*;1515;JOSE BENITO PRIANTE JUNIOR;14060151501159;ELEITO;0
1994;PA;DEPUTADO FEDERAL;MDB*;1522;PAULO SERGIO RODRIGUES TITAN;14060152201162;ELEITO;0
1994;PA;DEPUTADO FEDERAL;MDB*;1534;OLAVIO SILVA ROCHA;14060153401164;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;MDB*;1550;NICIAS LOPES RIBEIRO;14060155001168;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;MDB*;1554;UBALDO CAMPOS CORREA;14060155401169;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;PC DO B;6511;MARIA DO SOCORRO GOMES COELHO;14060651101214;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;PDT;1212;GIOVANNI CORREA QUEIROZ;14060121201135;ELEITO;0
1994;PA;DEPUTADO FEDERAL;PPR;1110;ANIVALDO JUVENIL VALE;14060111001125;ELEITO;0
1994;PA;DEPUTADO FEDERAL;PPR;1113;BENEDITO GUIMARAES;14060111301128;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;PPR;1115;GERSON DOS SANTOS PERES;14060111501130;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;PPR;1122;RAIMUNDO JOSE PEREIRA DOS SANTOS;14060112201132;ELEITO;0
1994;PA;DEPUTADO FEDERAL;PT;1310;ANA JULIA DE VASCONCELOS CAREPA;14060131001140;ELEITO POR MÉDIA;0
1994;PA;DEPUTADO FEDERAL;PT;1311;PAULO ROBERTO GALVAO DA ROCHA;14060131101141;ELEITO;0
1994;PA;DEPUTADO FEDERAL;PTB;1414;HILARIO MIRANDA COIMBRA;14060141401151;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;DEM*;25105;EPITACIO LEITE ROLIM;15072510503260;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;DEM*;25110;JOSE LACERDA NETO;15072511003261;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;DEM*;25111;AERCIO PEREIRA DE LIMA;15072511103262;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;DEM*;25220;EURIDICE MOREIRA DA SILVA;15072522003272;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;DEM*;25300;JOAO MARQUES ESTRELA E SILVA;15072530003276;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15101;JOSE DOMICIANO CABRAL;15071510103217;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15105;ANTONIO NOMINANDO DINIZ FILHO;15071510503221;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15110;LEVI OLIMPIO FERREIRA;15071511003224;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15111;ZENOBIO TOSCANO DE OLIVEIRA;15071511103225;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15113;DJACI FARIAS BRASILEIRO;15071511303226;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15115;ARIANO MARIO FERANDES FONSECA;15071511503227;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15117;ESTEFANIA PEDROSA MAROJA;15071511703228;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15120;GILBRAN GAUDENCIO ASFORA;15071512003229;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15122;TARCIZO TELINO DE LACERDA;15071512203231;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15133;LINDOLFO PIRES NETO;15071513303234;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15151;INALDO ROCHA LEITAO;15071515103238;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15199;GERVASIO BONAVIDES MARIZ MAIA;15071519903244;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15200;ROBERTO PEDRO MEDEIROS;15071520003245;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15211;ROBSON DUTRA DA SILVA;15071521103247;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15220;SEBASTIAO TIAO GOMES PEREIRA;15071522003248;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15221;FRANCISCA GOMES ARAUJO MOTTA;15071522103249;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15222;WALTER CORREIA DE BRITO FILHO;15071522203250;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15233;CARLOS MARQUES DUNGA;15071523303251;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;MDB*;15253;ANTONIO IVO DE MEDEIROS;15071525303253;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;PDT;12123;JOAO MONTEIRO DA FRANCA NETO;15071212303162;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PDT;12140;VANI LEITE BRAGA DE FIGUEIREDO;15071214003164;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;PDT;12200;JOSE WILSON SANTIAGO;15071220003166;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PDT;12202;JOSE LUIZ JUNIOR;15071220203167;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PDT;12232;TARCISIO MARCELO BARBOSA DE LIMA;15071223203173;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO ESTADUAL;PDT;12345;VITAL DO REGO FILHO;15071234503176;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PDT;12600;JOSE ROMERO DE ALMEIDA FERREIRA;15071260003177;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PP*;39200;VALDECIR AMORIM RODRIGUES;15073920003284;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PT;13110;LUIZ ALBUQUERQUE COUTO;15071311003182;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PT;13166;FRANCISCO LOPES DA SILVA;15071316603198;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PT;13213;FRANCISCO ADELINO DOS SANTOS;15071321303204;ELEITO;0
1994;PB;DEPUTADO ESTADUAL;PV;43111;ARISTOTELES AGRA;15074311103299;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO FEDERAL;DEM*;2501;ALVARO GAUDENCIO NETO;15060250103132;ELEITO POR MÉDIA;0
1994;PB;DEPUTADO FEDERAL;DEM*;2511;EFRAIM DE ARAUJO MORAIS;15060251103136;ELEITO;0
