ANO_ELEICAO;SG_UF;CD_MUNICIPIO;SG_PARTIDO;NM_CANDIDATO
2020;CE;13994;PSB;ADAIL ALBUQUERQUE MELO
2020;CE;14010;MDB;ANTONIO ADAIL MACHADO CASTRO
2020;CE;14052;PDT;IRES MOURA OLIVEIRA
2020;CE;14060;PSD;ELIRIA MARIA FREITAS DE QUEIROZ
2020;CE;14079;PSB;MARCOS ANTONIO DA SILVA LIMA
2020;CE;14117;PSD;EDNALDO DE LAVOR COURAS
2020;CE;14133;PSD;JOSE VALDI COUTINHO
2020;CE;14150;PSD;WILSON ALVES DE FREITAS
2020;CE;14176;PC DO B;ROBERIO WAGNER MARTINS MOREIRA
2020;CE;14192;MDB;FRANCISCO SOUTO DE VASCONCELOS JÚNIOR
2020;CE;14273;PSD;MARIA GORETE BARROSO MAGALHAES CAETANO
2020;CE;14290;PT;FELIPE SOUZA PINHEIRO
2020;CE;14311;MDB;FRANCISCO DÁRIO DE OLIVEIRA COELHO
2020;CE;14338;PP;JOSÉ FERREIRA MATEUS
2020;CE;14354;PP;FRANCISCO GLAIRTON RABELO CUNHA
2020;CE;14370;PDT;JOACY ALVES DOS SANTOS JUNIOR
2020;CE;14397;PSD;ALEXANDRE GOMES DIOGENES
2020;CE;14435;PSB;ANIZIARIO JORGE COSTA
2020;CE;14451;PSD;MONICA ROSANY PEREIRA MARIANO
2020;CE;14478;PODE;GLÊDSON LIMA BEZERRA
2020;CE;14516;PSD;RONALDO PEDROSA LIMA
2020;CE;14532;PSB;JOSÉ MARIA DE OLIVEIRA LUCENA
2020;CE;14559;SOLIDARIEDADE;ATILA CORDEIRO CAMARA
2020;CE;14613;PP;ALINE AGUIAR ALBUQUERQUE
2020;CE;14630;PT;ISAAC GOMES DA SILVA JUNIOR
2020;CE;14656;PT;JOSÉ HERTON ALVES DE SOUSA
2020;CE;14672;PDT;CÍCERO ALVES DE FIGUEIREDO
2020;CE;14680;PL;ANTONIO EDNARDO BRAGA LIMA FILHO
2020;CE;14710;MDB;ORLANDO BENEVIDES CAVALCANTE FILHO
2020;CE;14737;PDT;FRANCISCO SALOMÃO DE ARAÚJO SOUSA
2020;CE;14770;PDT;CARLOS ÁQUILA CUNHA DE QUEIROZ
2020;CE;14796;PT;JERONIMO NETO BRANDÃO
2020;CE;14818;PDT;FRANCISCO DAS CHAGAS PARENTE AGUIAR
2020;CE;14834;PL;ROBERT VIANA LEITÃO
2020;CE;14877;PL;GIORDANNA SILVA BRAGA MANO
2020;CE;14893;SOLIDARIEDADE;JESUINO RODRIGUES DE SAMPAIO NETO
2020;CE;14915;PSD;JOSÉ RUBENS LIMA VERDE
2020;CE;14931;PDT;BRUNO PEREIRA FIGUEIREDO
2020;CE;14958;MDB;CARLOMANO GOMES MARQUES
2020;CE;15032;MDB;DAVID CAMPOS MARTINS
2020;CE;15075;SOLIDARIEDADE;ROMULO MATEUS NORONHA
2020;CE;15091;MDB;ANTONIA TELVÂNIA FERREIRA BRAZ
2020;CE;15130;MDB;RAFAEL FERREIRA ANGELO
2020;CE;15156;PDT;JOÃO BOSCO PESSOA TABOSA
2020;CE;15172;PDT;RAIMUNDO ESTEVAM NETO
2020;CE;15199;PDT;BISMARCK BARROS BEZERRA
2020;CE;15210;PT;CARLOS ANTONIO RODRIGUES PEREIRA
2020;CE;15253;PSOL;FRANCISCO EDSON VERIATO DA SILVA
2020;CE;15270;PSD;RICARDO JOSÉ ARAÚJO SILVEIRA
2020;CE;15296;PDT;CIRILO ANTÔNIO PIMENTA LIMA
2020;CE;15350;PSB;PEDRO HUMBERTO COELHO MARQUES
2020;CE;15377;PDT;SÁVIO GURGEL NOGUEIRA
2020;CE;15415;PL;FRANCISCO DAS CHAGAS MENDES
2020;CE;15431;DEM;SAMUEL CIDADE WERTON
2020;CE;15440;PROS;DORGIVAL PEREIRA FILHO
2020;CE;15458;PSB;JOSÉ BRAGA BARROZO
2020;CE;15474;PDT;SAUL LIMA MACIEL
2020;CE;15490;PROS;MARCELO FERREIRA TELES
2020;CE;15512;PSD;RAIMUNDO CESAR MORAIS MAIA
2020;CE;15539;PC DO B;FRANCISCO CIPRIANO DE ALMEIDA
2020;CE;15555;PDT;ANTÔNIO MAURÍCIO PINHEIRO JUCÁ
2020;CE;15610;PSD;ANA VLADIA NOGUEIRA PINHEIRO JUCÁ
2020;CE;15652;PDT;LUIZ MARCELO MOTA LEITE
2020;CE;15679;PSD;PATRÍCIA PEQUENO COSTA GOMES DE AGUIAR
2020;CE;15695;PSD;LUIZ MENEZES DE LIMA
2020;CE;15717;PP;CARLOS GUSTAVO MONTEIRO MOREIRA
2020;CE;15733;PDT;RENÊ DE ALMEIDA VASCONCELOS
2020;CE;15750;PSD;ALEX SANDRO RUFINO FERREIRA
2020;CE;15792;PDT;JAN KENNEDY PAIVA AQUINO
2020;CE;15814;MDB;JOSÉ HELDER MÁXIMO DE CARVALHO
2020;CE;15881;MDB;RONILSON FRANCISCO DE OLIVEIRA
2020;CE;15890;PSDB;JOÃO MUNIZ SOBRINHO
2020;CE;15938;PSD;RAIMUNDO LACERDA FILHO
2020;CE;15970;PL;LUIZ ALAN PINHEIRO MACÊDO
2020;CE;15997;REPUBLICANOS;ARIANA CORDEIRO FAÇANHA DE AQUINO
2020;CE;98531;PT;JOSE ADIL VIEIRA JUNIOR
2020;CE;98558;PSD;FELIPE CARLOS UCHÔA SALES RIBEIRO
2020;CE;98574;PDT;FRANCISCO ELMO BEZERRA MONTE
2020;CE;13080;PSDB;FRANCISCA HILZETE MALVEIRA BATISTA
2020;CE;13978;PSDB;FRANCISCO CLEMENTINO DE ALMEIDA
2020;CE;15857;PSDB;ROBERTO SOARES PESSOA
2024;CE;13013;PT;ANGELO FURTADO SAMPAIO
2024;CE;13021;MDB;CRISPIANO BARROS UCHOA
2024;CE;13030;PSB;ANA FLÁVIA RIBEIRO MONTEIRO
2024;CE;13056;PSB;FRANCISCO VILMAR FELIX MARTINS
2024;CE;13064;PP;MARIA IRALDICE DE ALCANTARA
2024;CE;13080;UNIÃO;RAIMUNDO NONATO MONTEIRO DO NASCIMENTO
2024;CE;13099;PSB;CHARLYNE CUNHA FREIRE
2024;CE;13102;PSD;JULIANA MONTEIRO ABREU
2024;CE;13110;PSB;ANA KESIA DE ALCANTARA SOARES
2024;CE;13129;PSB;MARCIO GLEY NASCIMENTO SILVA
2024;CE;13137;PP;JOSE JOENI HOLANDA DE ARAUJO
2024;CE;13145;PSB;FRANCISCO EDILBERTO BESERRA BARROSO
2024;CE;13170;PSB;ANARACY PINTO PINHO RUFINO
2024;CE;13188;PSB;MANOEL GOMES DE FARIAS NETO
2024;CE;13196;PRD;BRUNO BARROS GONÇALVES
2024;CE;13200;PT;GLAUBER LOPES DE HOLANDA
2024;CE;13218;PODE;ROBERTA CARDOSO BARBOSA DE ALMEIDA
2024;CE;13234;PP;WELLINGTON SILVA DE OLIVEIRA
2024;CE;13242;PSB;IZABELLA MARIA FERNANDES DA SILVA
2024;CE;13250;PT;JOSE PAULINO PEREIRA
2024;CE;13277;REPUBLICANOS;JOERLY RODRIGUES VICTOR
2024;CE;13293;REPUBLICANOS;ANTONIO MONTEIRO PEDROSA FILHO
2024;CE;13307;PSB;LEONILDO PEIXOTO FARIAS
2024;CE;13315;PSB;JOSÉ LIBÓRIO LEITE NETO
2024;CE;13323;REPUBLICANOS;JOSE ANTUNIZIO DE BRITO
2024;CE;13331;PT;MARCONE TAVARES DE LUNA
2024;CE;13340;PT;ANTONIO AMARO PEREIRA OLIVEIRA
2024;CE;13358;REPUBLICANOS;LUCIO ALVES BARROSO
2024;CE;13366;PSB;ERONILDES FRANCISCO DOS SANTOS
2024;CE;13374;PT;GUILHERME SAMPAIO SARAIVA
2024;CE;13382;PSB;FRANCISCO MARCÍLIO COELHO BRITO
2024;CE;13390;MDB;HERICLES GEORGE FEITOSA ALBUQUERQUE
2024;CE;13412;REPUBLICANOS;HÉRBERLH FREITAS REIS CAVALCANTE MOTA
2024;CE;13420;PT;ARISTEU ALVES EDUARDO
2024;CE;13439;PP;MICHELE CARIELLO DE SÁ QUEIROZ ROCHA
2024;CE;13447;PSB;DOUGLAS RODRIGUES NEGREIROS
2024;CE;13455;PSB;JOSE OTACILIO DE MORAIS NETO
2024;CE;13463;PSB;CARLOS ALBERTO QUEIROZ PEREIRA
2024;CE;13471;PSB;JOSE CARNEIRO DANTAS FILHO
2024;CE;13498;PSB;MARIA GISLAINE SANTANA SAMPAIO LANDIM
2024;CE;13510;PSB;MARIA ELIZABETE MAGALHÃES
2024;CE;13536;PSB;MOESIO LOIOLA DE MELO
2024;CE;13552;PSB;FRANCISCO JARDEL SOUSA PINHO
2024;CE;13633;PT;LUIZ ACACIO MACHADO LEITE
2024;CE;13650;PT;ANTÔNIO WILAMAR PALACIO DE OLIVEIRA
2024;CE;13676;PT;JOSE WELITON SOUZA LEITE
2024;CE;13692;PP;ANA AFIF MATEUS SARQUIS QUEIROZ
2024;CE;13714;MDB;RENAN BARROS GUEDES
2024;CE;13730;PSD;NAUMI GOMES DE AMORIM
2024;CE;13757;PSB;FRANCISCO NILSON ALVES DINIZ
2024;CE;13811;PSB;JOSE EDEZIO VAZ DE SOUZA
2024;CE;13838;PT;JANAINA CARLA FARIAS
2024;CE;13854;PT;ANDRÉ BARRETO ESMERALDO
2024;CE;13870;PDT;FRANCISCO AUSTRAGÉZIO SALES
2024;CE;13919;PSD;FRANCISCO MESQUITA PORTELA
2024;CE;13935;PT;JOÃO PAULO SALES CORDEIRO
2024;CE;13951;PT;FRANCISCO ANIBAL OLIVEIRA DE ARRUDA COELHO FILHO
2024;CE;13978;MDB;FRANCISCO CLEMENTINO DE ALMEIDA
2024;CE;13994;PDT;VIRGINA SOUZA AGUIAR
2024;CE;14036;REPUBLICANOS;YNARA FURTADO VASCONCELOS MOTA
2024;CE;14052;PSB;LUAN PEREIRA XAVIER GOMES
2024;CE;14060;PSD;ELIRIA MARIA FREITAS DE QUEIROZ
2024;CE;14079;PSB;MARCOS ANTONIO DA SILVA LIMA
2024;CE;14095;PT;AURINEIDE AMARO DE SOUSA
2024;CE;14117;PSDB;CARLOS ROBERTO COSTA FILHO
2024;CE;14133;PT;WILLIAM VIEIRA
2024;CE;14176;PT;MILENA DAMASCENO CARNEIRO
2024;CE;14192;REPUBLICANOS;FRANCISCO SOUTO DE VASCONCELOS JÚNIOR
2024;CE;14230;PSB;PATRICIA MARIA SANTOS BARRETO
2024;CE;14257;PT;ANTONIEL MAX SILVA HOLANDA
2024;CE;14290;PT;FELIPE SOUZA PINHEIRO
2024;CE;14311;PSB;RAIMUNDO LOPES JUNIOR
2024;CE;14338;PP;JOSE FERREIRA MATEUS
2024;CE;14354;PSB;MARCOS VINICIUS DE ABREU CUNHA
2024;CE;14370;PSB;JOSÉ NUNES DOS SANTOS FILHO
2024;CE;14397;REPUBLICANOS;ALEXANDRE GOMES DIOGENES
2024;CE;14419;PT;JOSE ELIAS DE OLIVEIRA
2024;CE;14451;PT;MONICA ROSANY PEREIRA MARIANO
2024;CE;14478;PODE;GLÊDSON LIMA BEZERRA
2024;CE;14494;PSB;JOSE EDSONRIVA SOUZA CUNHA
2024;CE;14516;PSD;RONALDO PEDROSA LIMA
2024;CE;14559;PSB;ATILA CORDEIRO CAMARA
2024;CE;14575;PSB;FRANCISCO ROGERIO OSTERNO AGUIAR NETO
2024;CE;14591;PP;FRANCISCO EDIBERTO DE SOUZA
2024;CE;14613;PSDB;OZIRES ANDRADE PONTES
2024;CE;14630;PT;JOÃO PAULO FURTADO
2024;CE;14672;MDB;ANDERSON EUGÊNIO DE OLIVEIRA
2024;CE;14680;PP;OZANA COELHO RODRIGUES TEIXEIRA
2024;CE;14699;PSB;LUIZ ROSEMBERG DANTAS MACEDO FILHO
2024;CE;14710;REPUBLICANOS;ORLANDO BENEVIDES CAVALCANTE FILHO
2024;CE;14753;PSB;NAIARA CARNEIRO CASTRO
2024;CE;14834;PSB;LUCAS ARRUDA MARTINS
2024;CE;14877;PRD;GIORDANNA SILVA BRAGA MANO
2024;CE;14893;PSB;EDUARDO COELHO ROSA CAVALCANTE
2024;CE;14915;PSD;SIMÃO PEDRO ALVES PEQUENO
2024;CE;14931;UNIÃO;JOSÉ EDILSON DE CARVALHO LIMA
2024;CE;14958;UNIÃO;LARISSA SOUZA TORRES CAMURÇA
2024;CE;14974;PT;MARCOS VENICIOS NORJOSA GONZAGA
2024;CE;15016;PT;JOSE LUCIANO SILVA
2024;CE;15075;SOLIDARIEDADE;ROMULO MATEUS NORONHA
2024;CE;15091;PSB;ANTONIA TELVANIA FERREIRA BRAZ BARRETO
2024;CE;15113;PT;MARIA IVONETH BRAGA DE SOUSA
2024;CE;15130;PSB;LUIS FERNANDES BEZERRA FILHO
2024;CE;15156;PSB;VICENTE DE PAULO SOUSA E SILVA
2024;CE;15210;PT;ANTONIO ROBERTO UCHOA DE ALMEIDA
2024;CE;15270;PSD;RICARDO JOSÉ ARAÚJO SILVEIRA
2024;CE;15296;PSB;CIRILO ANTÔNIO PIMENTA LIMA
2024;CE;15318;PT;ANTONIO JOAQUIM GONÇALVES DE OLIVEIRA
2024;CE;15334;PSB;SELMA MARINHO FERNANDES
2024;CE;15350;PSB;PEDRO HUMBERTO COELHO MARQUES
2024;CE;15377;PSB;SÁVIO GURGEL NOGUEIRA
2024;CE;15393;MDB;ANTONIO FRANCISCO DE LIMA
2024;CE;15415;REPUBLICANOS;FRANCISCO DAS CHAGAS MENDES
2024;CE;15431;PT;SAMUEL CIDADE WERTON
2024;CE;15458;PSB;JOSE BRAGA BARROZO
2024;CE;15474;PT;SAUL LIMA MACIEL
2024;CE;15539;PSB;TIAGO AGUIAR ABREU PORTELA BARROSO
2024;CE;15555;PSB;MARCIA LIMA DE OLIVEIRA FREIRE
2024;CE;15598;UNIÃO;OSCAR SPINDOLA RODRIGUES JUNIOR
2024;CE;15636;PP;RENATA THAIS DUARTE VASCONCELOS
2024;CE;15652;PSB;LUIZ MARCELO MOTA LEITE
2024;CE;15679;PSD;PATRÍCIA PEQUENO COSTA GOMES DE AGUIAR
2024;CE;15717;PP;CARLOS GUSTAVO MONTEIRO MOREIRA
2024;CE;15733;PSB;ADÉCIO MUNIZ PAIVA FILHO
2024;CE;15792;PT;JAN KENNEDY PAIVA AQUINO
2024;CE;15830;MDB;EURICO JOSE CARNEIRO FONTENELE ARRUDA
2024;CE;15857;UNIÃO;ROBERTO SOARES PESSOA
2024;CE;15873;PT;FLAVIO CESAR BRUNO TEIXEIRA FILHO
2024;CE;15881;PT;RONILSON FRANCISCO DE OLIVEIRA
2024;CE;15890;PSB;JOSÉ WALDERY MUNIZ
2024;CE;15920;PT;ROGERIO BARREIRA PINHEIRO
2024;CE;15938;PSD;FRANCISCO KLEITON PEREIRA
2024;CE;15970;PSB;LUIZ ALAN PINHEIRO MACEDO
2024;CE;15997;REPUBLICANOS;ARIANA CORDEIRO FAÇANHA DE AQUINO
2024;CE;98531;PSB;JOSÉ ADIL VIEIRA JUNIOR
2024;CE;98558;PSB;JUDISON HENRIQUE LOPES ARAÚJO
2024;CE;98574;PSB;FRANCISCO ELMO BEZERRA MONTE
2024;CE;13005;PP;LEANDRO CESAR DE SOUSA
2024;CE;13048;PSB;LIVIA MARIA MESQUITA MORORO MUNIZ MARQUES
2024;CE;13072;PT;JOSE MORAES FEITOSA
2024;CE;13153;PDT;ANTONIO ROSENO FILHO
2024;CE;13161;REPUBLICANOS;CÉLIA MARINHO ALBANO
2024;CE;13226;PRD;JOSE ARIMATEA LIMA BARROS JUNIOR
2024;CE;13269;PP;LUAN DANTAS FELIX
2024;CE;13285;PSB;JOSE MARIA MENDES LEITE
2024;CE;13480;PRD;ANTONIO MARCOS TAVARES
2024;CE;13501;MDB;DELMA DA COSTA DOS SANTOS
2024;CE;13579;PSB;CLAUDIO BEZERRA SARAIVA
2024;CE;13595;PSB;MARIA SIMONE FERNANDES TAVARES
2024;CE;13617;PDT;ANTONIO RUFINO MARTINS
2024;CE;13773;PSB;CARLOS EMÍLIO MAGALHÃES GOMES
2024;CE;13897;PT;EVANDRO SA BARRETO LEITAO
2024;CE;14010;PSD;JOSÉ CEFAS PONTES MELO
2024;CE;14150;PSD;WILSON ALVES DE FREITAS
2024;CE;14214;PT;CELSO GOMES DA SILVA NETO
2024;CE;14273;REPUBLICANOS;RAIMUNDO NONATO SOUZA SILVA
2024;CE;14435;PT;ANTONIO FERNANDO COUTINHO
2024;CE;14532;PRD;DILMARA AMARAL SILVA
2024;CE;14656;PT;JOSE HERTON ALVES DE SOUSA
2024;CE;14737;PT;FRANCISCO SALOMÃO DE ARAÚJO SOUSA
2024;CE;14770;PSD;RUAN VICTOR ARAÚJO DE OLIVEIRA LIMA
2024;CE;14796;PT;JERÔNIMO NETO BRANDÃO
2024;CE;14818;PSB;ELENILSON JOSE DA CONCEIÇÃO
2024;CE;14850;PT;LEONARDO PEREIRA DE BRITO NEVES
2024;CE;14990;PSB;PEDRO ALLAN DE SOUSA LEOPOLDINO
2024;CE;15032;PT;MARCONDES SOUSA BARBOSA
2024;CE;15059;REPUBLICANOS;GABRIELA CORDEIRO FAÇANHA
2024;CE;15172;PT;JOSE HERMANO DO NASCIMENTO NOGUEIRA
2024;CE;15199;PT;NEILA MARIA VITORIANO DE SOUSA
2024;CE;15237;PSB;ALBOINO MIRANDA TAVARES NETO
2024;CE;15253;PDT;SALVIANO LINARD DE ALENCAR
2024;CE;15440;PT;RONDILSON DE ALENCAR RIBEIRO
2024;CE;15490;PT;MARCELO FERREIRA TELES
2024;CE;15512;PSD;RAIMUNDO CESAR MORAIS MAIA
2024;CE;15610;PSD;JOSE WEBSTON NOGUEIRA PINHEIRO
2024;CE;15695;PSB;ALEX ANDERSON NUNES DA COSTA
2024;CE;15750;PSD;ALEX SANDRO RUFINO FERREIRA
2024;CE;15776;PT;FRANCISCO ALDIR CHAVES DA SILVA
2024;CE;15814;MDB;FLÁVIO SALVIANO LIMA FILHO
2024;CE;15911;PSB;EDINARDO RODRIGUES FILHO
2024;CE;15954;PSB;MARCOS ROBÉRIO RIBEIRO MONTEIRO FILHO
2024;CE;15989;PSB;FRANCISCO GILDECARLOS PINHEIRO
