ANO_ELEICAO;DS_CARGO;SG_PARTIDO;CD_MUNICIPIO;votos_partido_municipio
2002;DEPUTADO FEDERAL;PST;13331;1
2002;DEPUTADO FEDERAL;PST;13358;4
2002;DEPUTADO FEDERAL;PST;13374;6
2002;DEPUTADO FEDERAL;PST;13382;1
2002;DEPUTADO FEDERAL;PST;13404;1
2002;DEPUTADO FEDERAL;PST;13412;3
2002;DEPUTADO FEDERAL;PST;13439;6
2002;DEPUTADO FEDERAL;PST;13447;1
2002;DEPUTADO FEDERAL;PST;13455;4
2002;DEPUTADO FEDERAL;PST;13463;1
2002;DEPUTADO FEDERAL;PST;13471;3
2002;DEPUTADO FEDERAL;PST;13480;4
2002;DEPUTADO FEDERAL;PST;13498;14
2002;DEPUTADO FEDERAL;PST;13510;10
2002;DEPUTADO FEDERAL;PST;13536;3
2002;DEPUTADO FEDERAL;PST;13552;5
2002;DEPUTADO FEDERAL;PST;13579;2
2002;DEPUTADO FEDERAL;PST;13617;2
2002;DEPUTADO FEDERAL;PST;13633;1
2002;DEPUTADO FEDERAL;PST;13692;7
2002;DEPUTADO FEDERAL;PST;13714;1
2002;DEPUTADO FEDERAL;PST;13730;49
2002;DEPUTADO FEDERAL;PST;13773;1
2002;DEPUTADO FEDERAL;PST;13811;1
2002;DEPUTADO FEDERAL;PST;13838;9
2002;DEPUTADO FEDERAL;PST;13854;14
2002;DEPUTADO FEDERAL;PST;13870;2
2002;DEPUTADO FEDERAL;PST;13897;1287
2002;DEPUTADO FEDERAL;PST;13994;1
2002;DEPUTADO FEDERAL;PST;14095;1
2002;DEPUTADO FEDERAL;PST;14117;16
2002;DEPUTADO FEDERAL;PST;14133;1
2002;DEPUTADO FEDERAL;PST;14176;2
2002;DEPUTADO FEDERAL;PST;14192;5
2002;DEPUTADO FEDERAL;PST;14214;1
2002;DEPUTADO FEDERAL;PST;14230;3
2002;DEPUTADO FEDERAL;PST;14257;2
2002;DEPUTADO FEDERAL;PST;14273;4
2002;DEPUTADO FEDERAL;PST;14290;19
2002;DEPUTADO FEDERAL;PST;14311;3
2002;DEPUTADO FEDERAL;PST;14354;1
2002;DEPUTADO FEDERAL;PST;14397;5
2002;DEPUTADO FEDERAL;PST;14419;4
2002;DEPUTADO FEDERAL;PST;14435;2
2002;DEPUTADO FEDERAL;PST;14451;2
2002;DEPUTADO FEDERAL;PST;14478;55
2002;DEPUTADO FEDERAL;PST;14516;4
2002;DEPUTADO FEDERAL;PST;14532;5
2002;DEPUTADO FEDERAL;PST;14559;7
2002;DEPUTADO FEDERAL;PST;14591;2
2002;DEPUTADO FEDERAL;PST;14699;6
2002;DEPUTADO FEDERAL;PST;14710;1
2002;DEPUTADO FEDERAL;PST;14737;3
2002;DEPUTADO FEDERAL;PST;14753;4
2002;DEPUTADO FEDERAL;PST;14834;1
2002;DEPUTADO FEDERAL;PST;14893;2
2002;DEPUTADO FEDERAL;PST;14931;9
2002;DEPUTADO FEDERAL;PST;14958;15
2002;DEPUTADO FEDERAL;PST;14974;1
2002;DEPUTADO FEDERAL;PST;14990;1
2002;DEPUTADO FEDERAL;PST;15016;2
2002;DEPUTADO FEDERAL;PST;15059;2
2002;DEPUTADO FEDERAL;PST;15075;1
2002;DEPUTADO FEDERAL;PST;15113;4
2002;DEPUTADO FEDERAL;PST;15130;1
2002;DEPUTADO FEDERAL;PST;15156;6
2002;DEPUTADO FEDERAL;PST;15199;2
2002;DEPUTADO FEDERAL;PST;15237;1
2002;DEPUTADO FEDERAL;PST;15270;6
2002;DEPUTADO FEDERAL;PST;15296;4
2002;DEPUTADO FEDERAL;PST;15334;1
2002;DEPUTADO FEDERAL;PST;15377;22
2002;DEPUTADO FEDERAL;PST;15393;1
2002;DEPUTADO FEDERAL;PST;15415;2
2002;DEPUTADO FEDERAL;PST;15431;1
2002;DEPUTADO FEDERAL;PST;15440;2
2002;DEPUTADO FEDERAL;PST;15458;1
2002;DEPUTADO FEDERAL;PST;15490;3
2002;DEPUTADO FEDERAL;PST;15555;1
2002;DEPUTADO FEDERAL;PST;15598;15
2002;DEPUTADO FEDERAL;PST;15636;2
2002;DEPUTADO FEDERAL;PST;15679;4
2002;DEPUTADO FEDERAL;PST;15695;4
2002;DEPUTADO FEDERAL;PST;15717;4
2002;DEPUTADO FEDERAL;PST;15733;1
2002;DEPUTADO FEDERAL;PST;15750;2
2002;DEPUTADO FEDERAL;PST;15814;1
2002;DEPUTADO FEDERAL;PST;15830;1
2002;DEPUTADO FEDERAL;PST;15857;77
2002;DEPUTADO FEDERAL;PST;15890;1
2002;DEPUTADO FEDERAL;PST;15997;1
2002;DEPUTADO FEDERAL;PST;98558;3
2002;DEPUTADO FEDERAL;PSTU;13021;1
2002;DEPUTADO FEDERAL;PSTU;13056;5
2002;DEPUTADO FEDERAL;PSTU;13080;1
2002;DEPUTADO FEDERAL;PSTU;13110;1
2002;DEPUTADO FEDERAL;PSTU;13129;1
2002;DEPUTADO FEDERAL;PSTU;13153;3
2002;DEPUTADO FEDERAL;PSTU;13188;5
2002;DEPUTADO FEDERAL;PSTU;13196;3
2002;DEPUTADO FEDERAL;PSTU;13218;1
2002;DEPUTADO FEDERAL;PSTU;13226;1
2002;DEPUTADO FEDERAL;PSTU;13250;10
2002;DEPUTADO FEDERAL;PSTU;13307;1
2002;DEPUTADO FEDERAL;PSTU;13331;8
2002;DEPUTADO FEDERAL;PSTU;13340;1
2002;DEPUTADO FEDERAL;PSTU;13374;25
2002;DEPUTADO FEDERAL;PSTU;13390;1
2002;DEPUTADO FEDERAL;PSTU;13412;3
2002;DEPUTADO FEDERAL;PSTU;13439;1
2002;DEPUTADO FEDERAL;PSTU;13455;2
2002;DEPUTADO FEDERAL;PSTU;13480;1
2002;DEPUTADO FEDERAL;PSTU;13498;10
2002;DEPUTADO FEDERAL;PSTU;13510;2
2002;DEPUTADO FEDERAL;PSTU;13536;3
2002;DEPUTADO FEDERAL;PSTU;13552;2
2002;DEPUTADO FEDERAL;PSTU;13579;1
2002;DEPUTADO FEDERAL;PSTU;13617;1
2002;DEPUTADO FEDERAL;PSTU;13650;1
2002;DEPUTADO FEDERAL;PSTU;13692;4
2002;DEPUTADO FEDERAL;PSTU;13730;19
2002;DEPUTADO FEDERAL;PSTU;13757;2
2002;DEPUTADO FEDERAL;PSTU;13838;3
2002;DEPUTADO FEDERAL;PSTU;13854;22
2002;DEPUTADO FEDERAL;PSTU;13870;3
2002;DEPUTADO FEDERAL;PSTU;13897;506
2002;DEPUTADO FEDERAL;PSTU;13951;2
2002;DEPUTADO FEDERAL;PSTU;13978;1
2002;DEPUTADO FEDERAL;PSTU;14052;1
2002;DEPUTADO FEDERAL;PSTU;14095;3
2002;DEPUTADO FEDERAL;PSTU;14117;4
2002;DEPUTADO FEDERAL;PSTU;14133;28
2002;DEPUTADO FEDERAL;PSTU;14150;2
2002;DEPUTADO FEDERAL;PSTU;14192;2
2002;DEPUTADO FEDERAL;PSTU;14290;2
2002;DEPUTADO FEDERAL;PSTU;14311;3
2002;DEPUTADO FEDERAL;PSTU;14354;3
2002;DEPUTADO FEDERAL;PSTU;14397;3
2002;DEPUTADO FEDERAL;PSTU;14419;2
2002;DEPUTADO FEDERAL;PSTU;14478;207
2002;DEPUTADO FEDERAL;PSTU;14516;5
2002;DEPUTADO FEDERAL;PSTU;14532;8
2002;DEPUTADO FEDERAL;PSTU;14559;3
2002;DEPUTADO FEDERAL;PSTU;14575;5
2002;DEPUTADO FEDERAL;PSTU;14613;1
2002;DEPUTADO FEDERAL;PSTU;14672;5
2002;DEPUTADO FEDERAL;PSTU;14680;3
2002;DEPUTADO FEDERAL;PSTU;14699;1
2002;DEPUTADO FEDERAL;PSTU;14753;3
2002;DEPUTADO FEDERAL;PSTU;14796;1
2002;DEPUTADO FEDERAL;PSTU;14834;1
2002;DEPUTADO FEDERAL;PSTU;14877;1
2002;DEPUTADO FEDERAL;PSTU;14893;3
2002;DEPUTADO FEDERAL;PSTU;14915;1
2002;DEPUTADO FEDERAL;PSTU;14931;7
2002;DEPUTADO FEDERAL;PSTU;14958;2
2002;DEPUTADO FEDERAL;PSTU;14974;1
2002;DEPUTADO FEDERAL;PSTU;15059;1
2002;DEPUTADO FEDERAL;PSTU;15113;3
2002;DEPUTADO FEDERAL;PSTU;15172;2
2002;DEPUTADO FEDERAL;PSTU;15237;1
2002;DEPUTADO FEDERAL;PSTU;15253;1
2002;DEPUTADO FEDERAL;PSTU;15270;4
2002;DEPUTADO FEDERAL;PSTU;15377;3
2002;DEPUTADO FEDERAL;PSTU;15431;20
2002;DEPUTADO FEDERAL;PSTU;15458;1
2002;DEPUTADO FEDERAL;PSTU;15474;1
2002;DEPUTADO FEDERAL;PSTU;15539;3
2002;DEPUTADO FEDERAL;PSTU;15555;1
2002;DEPUTADO FEDERAL;PSTU;15598;6
2002;DEPUTADO FEDERAL;PSTU;15636;4
2002;DEPUTADO FEDERAL;PSTU;15679;5
2002;DEPUTADO FEDERAL;PSTU;15717;4
2002;DEPUTADO FEDERAL;PSTU;15857;47
2002;DEPUTADO FEDERAL;PSTU;15920;1
2002;DEPUTADO FEDERAL;PSTU;15954;1
2002;DEPUTADO FEDERAL;PSTU;15970;1
2002;DEPUTADO FEDERAL;PSTU;15997;1
2002;DEPUTADO FEDERAL;PSTU;98558;1
2002;DEPUTADO FEDERAL;PT;13005;66
2002;DEPUTADO FEDERAL;PT;13013;248
2002;DEPUTADO FEDERAL;PT;13021;1153
2002;DEPUTADO FEDERAL;PT;13030;135
2002;DEPUTADO FEDERAL;PT;13048;40
2002;DEPUTADO FEDERAL;PT;13056;858
2002;DEPUTADO FEDERAL;PT;13064;32
2002;DEPUTADO FEDERAL;PT;13072;113
2002;DEPUTADO FEDERAL;PT;13080;281
2002;DEPUTADO FEDERAL;PT;13099;24
2002;DEPUTADO FEDERAL;PT;13102;235
2002;DEPUTADO FEDERAL;PT;13110;55
2002;DEPUTADO FEDERAL;PT;13129;529
2002;DEPUTADO FEDERAL;PT;13137;119
2002;DEPUTADO FEDERAL;PT;13145;291
2002;DEPUTADO FEDERAL;PT;13153;194
2002;DEPUTADO FEDERAL;PT;13161;243
2002;DEPUTADO FEDERAL;PT;13170;144
2002;DEPUTADO FEDERAL;PT;13188;555
2002;DEPUTADO FEDERAL;PT;13196;2003
2002;DEPUTADO FEDERAL;PT;13200;26
2002;DEPUTADO FEDERAL;PT;13218;1675
2002;DEPUTADO FEDERAL;PT;13226;1148
2002;DEPUTADO FEDERAL;PT;13234;1108
2002;DEPUTADO FEDERAL;PT;13242;293
2002;DEPUTADO FEDERAL;PT;13250;167
2002;DEPUTADO FEDERAL;PT;13269;272
2002;DEPUTADO FEDERAL;PT;13277;191
2002;DEPUTADO FEDERAL;PT;13285;207
2002;DEPUTADO FEDERAL;PT;13293;177
2002;DEPUTADO FEDERAL;PT;13307;1079
2002;DEPUTADO FEDERAL;PT;13315;326
2002;DEPUTADO FEDERAL;PT;13323;186
2002;DEPUTADO FEDERAL;PT;13331;638
2002;DEPUTADO FEDERAL;PT;13340;219
2002;DEPUTADO FEDERAL;PT;13358;19
2002;DEPUTADO FEDERAL;PT;13366;63
2002;DEPUTADO FEDERAL;PT;13374;1741
2002;DEPUTADO FEDERAL;PT;13382;152
2002;DEPUTADO FEDERAL;PT;13390;360
2002;DEPUTADO FEDERAL;PT;13404;280
2002;DEPUTADO FEDERAL;PT;13412;1602
2002;DEPUTADO FEDERAL;PT;13420;176
2002;DEPUTADO FEDERAL;PT;13439;915
2002;DEPUTADO FEDERAL;PT;13447;98
2002;DEPUTADO FEDERAL;PT;13455;559
2002;DEPUTADO FEDERAL;PT;13463;1124
2002;DEPUTADO FEDERAL;PT;13471;989
2002;DEPUTADO FEDERAL;PT;13480;804
2002;DEPUTADO FEDERAL;PT;13498;669
2002;DEPUTADO FEDERAL;PT;13501;103
2002;DEPUTADO FEDERAL;PT;13510;1576
2002;DEPUTADO FEDERAL;PT;13536;187
2002;DEPUTADO FEDERAL;PT;13552;2830
2002;DEPUTADO FEDERAL;PT;13579;445
2002;DEPUTADO FEDERAL;PT;13595;620
2002;DEPUTADO FEDERAL;PT;13617;95
2002;DEPUTADO FEDERAL;PT;13633;363
2002;DEPUTADO FEDERAL;PT;13650;423
2002;DEPUTADO FEDERAL;PT;13676;54
2002;DEPUTADO FEDERAL;PT;13692;1504
2002;DEPUTADO FEDERAL;PT;13714;55
2002;DEPUTADO FEDERAL;PT;13730;6024
2002;DEPUTADO FEDERAL;PT;13757;566
2002;DEPUTADO FEDERAL;PT;13773;56
2002;DEPUTADO FEDERAL;PT;13811;380
2002;DEPUTADO FEDERAL;PT;13838;2514
2002;DEPUTADO FEDERAL;PT;13854;7263
2002;DEPUTADO FEDERAL;PT;13870;596
2002;DEPUTADO FEDERAL;PT;13897;104101
2002;DEPUTADO FEDERAL;PT;13919;200
2002;DEPUTADO FEDERAL;PT;13935;48
2002;DEPUTADO FEDERAL;PT;13951;325
2002;DEPUTADO FEDERAL;PT;13978;100
2002;DEPUTADO FEDERAL;PT;13994;205
2002;DEPUTADO FEDERAL;PT;14010;172
2002;DEPUTADO FEDERAL;PT;14036;171
2002;DEPUTADO FEDERAL;PT;14052;151
2002;DEPUTADO FEDERAL;PT;14060;422
2002;DEPUTADO FEDERAL;PT;14079;236
2002;DEPUTADO FEDERAL;PT;14095;1706
2002;DEPUTADO FEDERAL;PT;14117;2415
2002;DEPUTADO FEDERAL;PT;14133;1482
2002;DEPUTADO FEDERAL;PT;14150;180
2002;DEPUTADO FEDERAL;PT;14176;312
2002;DEPUTADO FEDERAL;PT;14192;1183
2002;DEPUTADO FEDERAL;PT;14214;299
2002;DEPUTADO FEDERAL;PT;14230;233
2002;DEPUTADO FEDERAL;PT;14257;348
2002;DEPUTADO FEDERAL;PT;14273;1109
2002;DEPUTADO FEDERAL;PT;14290;3731
2002;DEPUTADO FEDERAL;PT;14311;711
2002;DEPUTADO FEDERAL;PT;14338;113
2002;DEPUTADO FEDERAL;PT;14354;219
2002;DEPUTADO FEDERAL;PT;14370;145
2002;DEPUTADO FEDERAL;PT;14397;521
2002;DEPUTADO FEDERAL;PT;14419;387
2002;DEPUTADO FEDERAL;PT;14435;1962
2002;DEPUTADO FEDERAL;PT;14451;43
2002;DEPUTADO FEDERAL;PT;14478;26834
2002;DEPUTADO FEDERAL;PT;14494;182
2002;DEPUTADO FEDERAL;PT;14516;317
2002;DEPUTADO FEDERAL;PT;14532;1068
2002;DEPUTADO FEDERAL;PT;14559;2201
2002;DEPUTADO FEDERAL;PT;14575;621
2002;DEPUTADO FEDERAL;PT;14591;40
2002;DEPUTADO FEDERAL;PT;14613;1162
2002;DEPUTADO FEDERAL;PT;14630;3380
2002;DEPUTADO FEDERAL;PT;14656;57
2002;DEPUTADO FEDERAL;PT;14672;390
2002;DEPUTADO FEDERAL;PT;14680;238
2002;DEPUTADO FEDERAL;PT;14699;421
2002;DEPUTADO FEDERAL;PT;14710;679
2002;DEPUTADO FEDERAL;PT;14737;1058
2002;DEPUTADO FEDERAL;PT;14753;1136
2002;DEPUTADO FEDERAL;PT;14770;69
2002;DEPUTADO FEDERAL;PT;14796;260
2002;DEPUTADO FEDERAL;PT;14818;50
2002;DEPUTADO FEDERAL;PT;14834;219
2002;DEPUTADO FEDERAL;PT;14850;292
2002;DEPUTADO FEDERAL;PT;14877;884
2002;DEPUTADO FEDERAL;PT;14893;385
2002;DEPUTADO FEDERAL;PT;14915;246
2002;DEPUTADO FEDERAL;PT;14931;632
2002;DEPUTADO FEDERAL;PT;14958;1664
2002;DEPUTADO FEDERAL;PT;14974;289
2002;DEPUTADO FEDERAL;PT;14990;24
2002;DEPUTADO FEDERAL;PT;15016;163
2002;DEPUTADO FEDERAL;PT;15032;234
2002;DEPUTADO FEDERAL;PT;15059;1064
2002;DEPUTADO FEDERAL;PT;15075;788
2002;DEPUTADO FEDERAL;PT;15091;214
2002;DEPUTADO FEDERAL;PT;15113;726
2002;DEPUTADO FEDERAL;PT;15130;67
2002;DEPUTADO FEDERAL;PT;15156;899
2002;DEPUTADO FEDERAL;PT;15172;195
2002;DEPUTADO FEDERAL;PT;15199;303
2002;DEPUTADO FEDERAL;PT;15210;302
2002;DEPUTADO FEDERAL;PT;15237;267
2002;DEPUTADO FEDERAL;PT;15253;174
2002;DEPUTADO FEDERAL;PT;15270;9401
2002;DEPUTADO FEDERAL;PT;15296;2487
2002;DEPUTADO FEDERAL;PT;15318;164
2002;DEPUTADO FEDERAL;PT;15334;1742
2002;DEPUTADO FEDERAL;PT;15350;220
2002;DEPUTADO FEDERAL;PT;15377;1064
2002;DEPUTADO FEDERAL;PT;15393;179
2002;DEPUTADO FEDERAL;PT;15415;831
2002;DEPUTADO FEDERAL;PT;15431;508
2002;DEPUTADO FEDERAL;PT;15440;18
2002;DEPUTADO FEDERAL;PT;15458;924
2002;DEPUTADO FEDERAL;PT;15474;391
2002;DEPUTADO FEDERAL;PT;15490;833
2002;DEPUTADO FEDERAL;PT;15512;106
2002;DEPUTADO FEDERAL;PT;15539;117
2002;DEPUTADO FEDERAL;PT;15555;708
2002;DEPUTADO FEDERAL;PT;15571;130
2002;DEPUTADO FEDERAL;PT;15598;2016
2002;DEPUTADO FEDERAL;PT;15610;84
2002;DEPUTADO FEDERAL;PT;15636;1571
2002;DEPUTADO FEDERAL;PT;15652;1668
2002;DEPUTADO FEDERAL;PT;15679;4055
2002;DEPUTADO FEDERAL;PT;15695;1345
2002;DEPUTADO FEDERAL;PT;15717;1364
2002;DEPUTADO FEDERAL;PT;15733;458
2002;DEPUTADO FEDERAL;PT;15750;137
2002;DEPUTADO FEDERAL;PT;15776;393
2002;DEPUTADO FEDERAL;PT;15792;348
2002;DEPUTADO FEDERAL;PT;15814;1099
2002;DEPUTADO FEDERAL;PT;15830;1476
2002;DEPUTADO FEDERAL;PT;15857;6280
2002;DEPUTADO FEDERAL;PT;15873;1638
2002;DEPUTADO FEDERAL;PT;15881;128
2002;DEPUTADO FEDERAL;PT;15890;79
2002;DEPUTADO FEDERAL;PT;15911;276
2002;DEPUTADO FEDERAL;PT;15920;511
