ANO_ELEICAO;SG_UF;SG_PARTIDO;eleitos
2020;AC;PP*;5
2020;AC;PROS;1
2020;AC;PSD;2
2020;AC;PSDB;1
2020;AC;PT;4
2020;AL;CIDADANIA*;1
2020;AL;DEM*;2
2020;AL;MDB*;38
2020;AL;PL*;3
2020;AL;PODE;1
2020;AL;PP*;28
2020;AL;PSB;3
2020;AL;PSC;3
2020;AL;PSD;4
2020;AL;PSDB;2
2020;AL;PT;1
2020;AL;PTB;12
2020;AL;REPUBLICANOS*;4
2020;AM;AVANTE*;1
2020;AM;DEM*;3
2020;AM;MDB*;13
2020;AM;PDT;1
2020;AM;PL*;2
2020;AM;PP*;8
2020;AM;PROS;1
2020;AM;PSC;13
2020;AM;PSD;6
2020;AM;PSDB;3
2020;AM;PT;2
2020;AM;PTB;1
2020;AM;REPUBLICANOS*;8
2020;AP;AVANTE*;1
2020;AP;CIDADANIA*;1
2020;AP;DEM*;5
2020;AP;PDT;2
2020;AP;PL*;1
2020;AP;PP*;2
2020;AP;PROS;1
2020;AP;PRTB*;1
2020;AP;PSL;1
2020;AP;REPUBLICANOS*;1
2020;BA;AVANTE*;4
2020;BA;CIDADANIA*;1
2020;BA;DEM*;38
2020;BA;MDB*;14
2020;BA;PC DO B;16
2020;BA;PDT;14
2020;BA;PL*;20
2020;BA;PODE;5
2020;BA;PP*;92
2020;BA;PROS;6
2020;BA;PSB;30
2020;BA;PSC;3
2020;BA;PSD;109
2020;BA;PSDB;15
2020;BA;PSL;1
2020;BA;PT;32
2020;BA;PTB;3
2020;BA;REDE;2
2020;BA;REPUBLICANOS*;9
2020;BA;SOLIDARIEDADE*;3
2020;CE;CIDADANIA*;1
2020;CE;DEM*;2
2020;CE;MDB*;17
2020;CE;PC DO B;3
2020;CE;PDT;65
2020;CE;PL*;13
2020;CE;PODE;1
2020;CE;PP*;10
2020;CE;PROS;3
2020;CE;PSB;8
2020;CE;PSD;26
2020;CE;PSDB;4
2020;CE;PSOL;1
2020;CE;PT;18
2020;CE;PTB;3
2020;CE;REPUBLICANOS*;2
2020;CE;SOLIDARIEDADE*;5
2020;ES;CIDADANIA*;9
2020;ES;DEM*;2
2020;ES;MDB*;8
2020;ES;MOBILIZA*;1
2020;ES;PDT;7
2020;ES;PODE;2
2020;ES;PP*;7
2020;ES;PSB;13
2020;ES;PSC;1
2020;ES;PSD;5
2020;ES;PSDB;5
2020;ES;PSL;2
2020;ES;PTB;4
2020;ES;REPUBLICANOS*;9
2020;ES;SOLIDARIEDADE*;3
2020;GO;CIDADANIA*;8
2020;GO;DEM*;61
2020;GO;MDB*;30
2020;GO;MOBILIZA*;1
2020;GO;PATRIOTA*;3
2020;GO;PDT;15
2020;GO;PL*;14
2020;GO;PODE;15
2020;GO;PP*;32
2020;GO;PRTB*;1
2020;GO;PSB;5
2020;GO;PSC;7
2020;GO;PSD;9
2020;GO;PSDB;20
2020;GO;PSL;5
2020;GO;PT;3
2020;GO;PTB;2
2020;GO;REPUBLICANOS*;8
2020;GO;SOLIDARIEDADE*;6
2020;GO;UNIÃO;1
2020;MA;AVANTE*;1
2020;MA;CIDADANIA*;1
2020;MA;DEM*;11
2020;MA;MDB*;7
2020;MA;MOBILIZA*;2
2020;MA;PATRIOTA*;4
2020;MA;PC DO B;22
2020;MA;PDT;42
2020;MA;PL*;40
2020;MA;PODE;1
2020;MA;PP*;17
2020;MA;PROS;1
2020;MA;PSB;6
2020;MA;PSC;7
2020;MA;PSD;5
2020;MA;PSDB;4
2020;MA;PSL;2
2020;MA;PT;1
2020;MA;PTB;14
2020;MA;REPUBLICANOS*;25
2020;MA;SOLIDARIEDADE*;4
2020;MG;AGIR*;1
2020;MG;AVANTE*;50
2020;MG;CIDADANIA*;25
2020;MG;DEM*;85
2020;MG;MDB*;100
2020;MG;MOBILIZA*;7
2020;MG;PATRIOTA*;22
2020;MG;PC DO B;4
2020;MG;PDT;34
2020;MG;PL*;41
2020;MG;PODE;16
2020;MG;PP*;67
2020;MG;PROS;7
2020;MG;PRTB*;2
2020;MG;PSB;47
2020;MG;PSC;18
2020;MG;PSD;79
2020;MG;PSDB;86
2020;MG;PSL;15
2020;MG;PT;28
2020;MG;PTB;38
2020;MG;PV;17
2020;MG;REDE;1
2020;MG;REPUBLICANOS*;41
2020;MG;SOLIDARIEDADE*;22
2020;MS;DEM*;15
2020;MS;MDB*;8
2020;MS;PATRIOTA*;3
2020;MS;PDT;2
2020;MS;PL*;1
2020;MS;PODE;2
2020;MS;PP*;4
2020;MS;PSB;1
2020;MS;PSD;4
2020;MS;PSDB;37
2020;MS;PSOL;1
2020;MS;PTB;1
2020;MT;CIDADANIA*;1
2020;MT;DEM*;24
2020;MT;MDB*;23
2020;MT;PATRIOTA*;4
2020;MT;PDT;8
2020;MT;PL*;8
2020;MT;PODE;5
2020;MT;PP*;9
2020;MT;PROS;1
2020;MT;PRTB*;1
2020;MT;PSB;14
2020;MT;PSC;2
2020;MT;PSD;10
2020;MT;PSDB;11
2020;MT;PSL;4
2020;MT;PT;1
2020;MT;PTB;2
2020;MT;REPUBLICANOS*;5
2020;MT;SOLIDARIEDADE*;8
2020;PA;AVANTE*;1
2020;PA;DEM*;7
2020;PA;MDB*;61
2020;PA;MOBILIZA*;1
2020;PA;PDT;2
2020;PA;PL*;16
2020;PA;PODE;4
2020;PA;PP*;1
2020;PA;PRTB*;1
2020;PA;PSB;4
2020;PA;PSC;5
2020;PA;PSD;18
2020;PA;PSDB;13
2020;PA;PSOL;1
2020;PA;PT;2
2020;PA;PTB;5
2020;PA;REPUBLICANOS*;1
2020;PA;SOLIDARIEDADE*;1
2020;PB;AVANTE*;6
2020;PB;CIDADANIA*;41
2020;PB;DEM*;25
2020;PB;MDB*;10
2020;PB;PDT;15
2020;PB;PL*;23
2020;PB;PODE;5
2020;PB;PP*;22
2020;PB;PROS;3
2020;PB;PSB;4
2020;PB;PSC;2
2020;PB;PSD;12
2020;PB;PSDB;26
2020;PB;PT;1
2020;PB;PTB;6
2020;PB;REPUBLICANOS*;17
2020;PB;SOLIDARIEDADE*;3
2020;PB;UNIÃO;1
2020;PE;AVANTE*;9
2020;PE;CIDADANIA*;2
2020;PE;DEM*;9
2020;PE;MDB*;22
2020;PE;PC DO B;2
2020;PE;PDT;3
2020;PE;PL*;9
2020;PE;PODE;3
2020;PE;PP*;17
2020;PE;PSB;55
2020;PE;PSC;1
2020;PE;PSD;14
2020;PE;PSDB;5
2020;PE;PSL;5
2020;PE;PT;5
2020;PE;PTB;5
2020;PE;REPUBLICANOS*;14
2020;PE;SOLIDARIEDADE*;4
2020;PI;DC*;1
2020;PI;DEM*;2
2020;PI;MDB*;36
2020;PI;PC DO B;1
2020;PI;PDT;1
2020;PI;PL*;7
2020;PI;PP*;83
2020;PI;PSB;4
2020;PI;PSD;40
2020;PI;PSDB;1
2020;PI;PT;23
2020;PI;PTB;15
2020;PI;REPUBLICANOS*;10
2020;PR;AVANTE*;1
2020;PR;CIDADANIA*;14
2020;PR;DEM*;25
2020;PR;MDB*;28
2020;PR;MOBILIZA*;1
2020;PR;PATRIOTA*;2
2020;PR;PDT;17
2020;PR;PL*;31
2020;PR;PODE;16
2020;PR;PP*;22
2020;PR;PROS;7
2020;PR;PSB;16
2020;PR;PSC;22
2020;PR;PSD;129
2020;PR;PSDB;17
2020;PR;PSL;25
2020;PR;PT;8
2020;PR;PTB;8
2020;PR;PV;4
2020;PR;REPUBLICANOS*;5
2020;PR;SOLIDARIEDADE*;1
2020;RJ;AVANTE*;2
2020;RJ;CIDADANIA*;4
2020;RJ;DEM*;11
2020;RJ;MDB*;7
2020;RJ;PDT;4
2020;RJ;PL*;9
2020;RJ;PMB;1
2020;RJ;PODE;2
2020;RJ;PP*;10
2020;RJ;PROS;2
2020;RJ;PSB;1
2020;RJ;PSC;10
2020;RJ;PSD;6
2020;RJ;PSDB;1
2020;RJ;PT;1
2020;RJ;PTB;4
2020;RJ;PV;1
2020;RJ;REDE;1
2020;RJ;REPUBLICANOS*;6
2020;RJ;SOLIDARIEDADE*;9
2020;RN;DEM*;17
2020;RN;MDB*;38
2020;RN;PDT;2
2020;RN;PL*;19
2020;RN;PP*;14
2020;RN;PROS;5
2020;RN;PSB;6
2020;RN;PSD;18
2020;RN;PSDB;30
2020;RN;PSOL;1
2020;RN;PT;3
2020;RN;REPUBLICANOS*;11
2020;RN;SOLIDARIEDADE*;2
2020;RN;UNIÃO;1
2020;RO;DEM*;8
2020;RO;MDB*;9
2020;RO;PATRIOTA*;2
2020;RO;PDT;3
2020;RO;PODE;4
2020;RO;PP*;6
2020;RO;PROS;1
2020;RO;PSB;3
2020;RO;PSD;7
2020;RO;PSDB;3
2020;RO;PT;1
2020;RO;PV;2
2020;RO;REPUBLICANOS*;3
2020;RR;MDB*;3
2020;RR;PL*;1
2020;RR;PP*;1
2020;RR;PSD;1
2020;RR;REDE;1
2020;RR;REPUBLICANOS*;4
2020;RR;SOLIDARIEDADE*;4
2020;RS;CIDADANIA*;2
2020;RS;DEM*;15
2020;RS;MDB*;136
2020;RS;PDT;66
2020;RS;PL*;10
2020;RS;PODE;1
2020;RS;PP*;145
2020;RS;PSB;17
2020;RS;PSD;6
2020;RS;PSDB;31
2020;RS;PSL;7
2020;RS;PT;23
2020;RS;PTB;32
2020;RS;REPUBLICANOS*;6
2020;SC;CIDADANIA*;1
2020;SC;DC*;1
2020;SC;DEM*;7
2020;SC;MDB*;96
2020;SC;NOVO;1
2020;SC;PATRIOTA*;1
2020;SC;PDT;3
2020;SC;PL*;26
2020;SC;PODE;3
2020;SC;PP*;53
2020;SC;PSB;1
2020;SC;PSC;1
2020;SC;PSD;41
2020;SC;PSDB;33
2020;SC;PSL;13
2020;SC;PT;11
2020;SC;REPUBLICANOS*;2
2020;SE;AVANTE*;1
2020;SE;CIDADANIA*;2
2020;SE;DEM*;3
2020;SE;MDB*;9
2020;SE;PDT;2
2020;SE;PL*;8
2020;SE;PP*;8
2020;SE;PSB;4
2020;SE;PSC;8
2020;SE;PSD;20
2020;SE;PT;6
2020;SE;REPUBLICANOS*;2
2020;SE;SOLIDARIEDADE*;2
2020;SP;AVANTE*;2
2020;SP;CIDADANIA*;25
2020;SP;DEM*;70
2020;SP;MDB*;58
2020;SP;PATRIOTA*;9
2020;SP;PC DO B;1
2020;SP;PDT;6
2020;SP;PL*;41
2020;SP;PODE;22
2020;SP;PP*;32
2020;SP;PROS;1
2020;SP;PSB;15
2020;SP;PSC;6
2020;SP;PSD;66
2020;SP;PSDB;180
2020;SP;PSL;10
2020;SP;PSOL;1
2020;SP;PT;4
2020;SP;PTB;51
2020;SP;PV;16
2020;SP;REPUBLICANOS*;23
2020;SP;SOLIDARIEDADE*;6
2020;TO;AVANTE*;2
2020;TO;CIDADANIA*;2
2020;TO;DEM*;26
2020;TO;MDB*;23
2020;TO;PDT;1
2020;TO;PL*;6
2020;TO;PODE;1
2020;TO;PP*;7
2020;TO;PROS;2
2020;TO;PSB;1
2020;TO;PSC;6
2020;TO;PSD;22
2020;TO;PSDB;2
2020;TO;PSL;3
2020;TO;PT;4
2020;TO;PTB;10
2020;TO;PV;5
2020;TO;REPUBLICANOS*;1
2020;TO;SOLIDARIEDADE*;15
2024;AC;MDB*;1
2024;AC;PDT;1
2024;AC;PL*;2
2024;AC;PP*;14
2024;AC;PSD;1
2024;AC;REPUBLICANOS*;2
2024;AC;UNIÃO;1
2024;AL;MDB*;65
2024;AL;PL*;1
2024;AL;PP*;27
2024;AL;PSB;2
2024;AL;PSDB;1
2024;AL;PT;1
2024;AL;REPUBLICANOS*;5
2024;AM;AVANTE*;1
2024;AM;MDB*;14
2024;AM;PDT;1
2024;AM;PL*;2
2024;AM;PODE;1
2024;AM;PP*;1
2024;AM;PSD;6
2024;AM;PSDB;1
2024;AM;PT;2
2024;AM;REPUBLICANOS*;9
2024;AM;UNIÃO;24
2024;AP;MDB*;3
2024;AP;PL*;1
2024;AP;PP*;2
2024;AP;PSD;1
2024;AP;UNIÃO;9
2024;BA;AVANTE*;60
2024;BA;MDB*;32
2024;BA;PC DO B;15
2024;BA;PDT;8
2024;BA;PL*;1
2024;BA;PMB;1
2024;BA;PODE;6
2024;BA;PP*;41
2024;BA;PRD;3
2024;BA;PSB;24
2024;BA;PSD;115
2024;BA;PSDB;9
2024;BA;PT;50
2024;BA;PV;4
2024;BA;REPUBLICANOS*;5
2024;BA;SOLIDARIEDADE*;4
2024;BA;UNIÃO;39
2024;CE;MDB*;9
2024;CE;PDT;5
2024;CE;PODE;2
2024;CE;PP*;12
2024;CE;PRD;5
2024;CE;PSB;65
2024;CE;PSD;15
2024;CE;PSDB;2
2024;CE;PT;47
2024;CE;REPUBLICANOS*;14
2024;CE;SOLIDARIEDADE*;1
2024;CE;UNIÃO;5
2024;ES;CIDADANIA*;1
2024;ES;MDB*;6
2024;ES;PDT;4
2024;ES;PL*;5
2024;ES;PODE;11
2024;ES;PP*;12
2024;ES;PRD;1
2024;ES;PSB;21
2024;ES;PSD;3
2024;ES;PSDB;4
2024;ES;REPUBLICANOS*;8
2024;ES;UNIÃO;1
2024;GO;MDB*;47
2024;GO;NOVO;1
2024;GO;PDT;11
2024;GO;PL*;26
2024;GO;PODE;14
2024;GO;PP*;26
2024;GO;PRD;4
2024;GO;PSB;3
2024;GO;PSD;3
2024;GO;PSDB;6
2024;GO;PT;3
2024;GO;REPUBLICANOS*;2
2024;GO;SOLIDARIEDADE*;3
2024;GO;UNIÃO;95
2024;MA;AVANTE*;2
2024;MA;MDB*;36
2024;MA;MOBILIZA*;3
2024;MA;PC DO B;2
2024;MA;PDT;18
2024;MA;PL*;39
2024;MA;PODE;2
2024;MA;PP*;30
2024;MA;PRD;6
2024;MA;PSB;19
2024;MA;PSD;1
2024;MA;PSDB;8
2024;MA;PT;2
2024;MA;REPUBLICANOS*;19
2024;MA;SOLIDARIEDADE*;1
2024;MA;UNIÃO;26
2024;MG;AGIR*;1
2024;MG;AVANTE*;59
2024;MG;CIDADANIA*;16
2024;MG;DC*;2
2024;MG;MDB*;82
2024;MG;MOBILIZA*;16
2024;MG;NOVO;9
2024;MG;PC DO B;1
2024;MG;PDT;22
2024;MG;PL*;54
2024;MG;PMB;1
2024;MG;PODE;24
2024;MG;PP*;76
2024;MG;PRD;42
2024;MG;PSB;22
2024;MG;PSD;142
2024;MG;PSDB;59
2024;MG;PT;35
2024;MG;PV;3
2024;MG;REDE;2
2024;MG;REPUBLICANOS*;83
2024;MG;SOLIDARIEDADE*;31
2024;MG;UNIÃO;69
2024;MS;MDB*;9
2024;MS;PL*;5
2024;MS;PP*;16
2024;MS;PSB;1
2024;MS;PSD;4
2024;MS;PSDB;44
2024;MT;MDB*;18
2024;MT;NOVO;1
2024;MT;PL*;22
2024;MT;PODE;1
2024;MT;PP*;4
2024;MT;PRD;4
2024;MT;PSB;15
2024;MT;PSD;2
2024;MT;PSDB;3
2024;MT;REPUBLICANOS*;12
2024;MT;UNIÃO;60
2024;PA;AVANTE*;2
2024;PA;MDB*;84
2024;PA;PDT;1
2024;PA;PL*;1
2024;PA;PODE;1
2024;PA;PP*;16
2024;PA;PRD;1
2024;PA;PSB;1
2024;PA;PSD;14
2024;PA;PT;2
2024;PA;PV;1
2024;PA;REPUBLICANOS*;5
2024;PA;UNIÃO;14
2024;PB;AVANTE*;1
2024;PB;MDB*;23
2024;PB;PDT;2
2024;PB;PL*;11
2024;PB;PP*;20
2024;PB;PSB;69
2024;PB;PSD;11
2024;PB;PSDB;9
2024;PB;PT;1
2024;PB;REDE;1
2024;PB;REPUBLICANOS*;50
2024;PB;SOLIDARIEDADE*;2
2024;PB;UNIÃO;23
2024;PE;AVANTE*;8
2024;PE;MDB*;12
2024;PE;PC DO B;1
2024;PE;PDT;1
2024;PE;PL*;2
2024;PE;PODE;8
2024;PE;PP*;25
2024;PE;PRD;1
2024;PE;PSB;31
2024;PE;PSD;20
2024;PE;PSDB;32
2024;PE;PT;6
2024;PE;PV;5
2024;PE;REPUBLICANOS*;22
2024;PE;SOLIDARIEDADE*;1
2024;PE;UNIÃO;9
2024;PI;MDB*;57
2024;PI;PDT;7
2024;PI;PODE;1
2024;PI;PP*;34
2024;PI;PSB;2
2024;PI;PSD;65
2024;PI;PT;50
2024;PI;REPUBLICANOS*;3
2024;PI;SOLIDARIEDADE*;4
2024;PI;UNIÃO;1
2024;PR;CIDADANIA*;2
2024;PR;MDB*;29
2024;PR;NOVO;1
2024;PR;PDT;5
2024;PR;PL*;52
2024;PR;PODE;8
2024;PR;PP*;61
2024;PR;PRD;3
2024;PR;PSB;14
2024;PR;PSD;164
2024;PR;PSDB;9
2024;PR;PT;3
2024;PR;REPUBLICANOS*;16
2024;PR;SOLIDARIEDADE*;1
2024;PR;UNIÃO;30
2024;RJ;AGIR*;1
2024;RJ;CIDADANIA*;4
2024;RJ;MDB*;11
2024;RJ;PDT;1
2024;RJ;PL*;22
2024;RJ;PP*;17
2024;RJ;PRD;1
2024;RJ;PSD;3
2024;RJ;PT;3
2024;RJ;REPUBLICANOS*;5
2024;RJ;SOLIDARIEDADE*;9
2024;RJ;UNIÃO;13
2024;RN;MDB*;45
2024;RN;PDT;1
2024;RN;PL*;18
2024;RN;PODE;6
2024;RN;PP*;20
2024;RN;PSB;1
2024;RN;PSD;21
2024;RN;PSDB;15
2024;RN;PT;7
2024;RN;REPUBLICANOS*;4
2024;RN;SOLIDARIEDADE*;1
2024;RN;UNIÃO;28
2024;RO;AVANTE*;1
2024;RO;MDB*;4
2024;RO;PL*;12
2024;RO;PODE;4
2024;RO;PP*;4
2024;RO;PRTB*;1
2024;RO;PSD;7
2024;RO;REPUBLICANOS*;3
2024;RO;UNIÃO;16
2024;RR;MDB*;1
2024;RR;PP*;7
2024;RR;REDE;1
2024;RR;REPUBLICANOS*;6
2024;RS;CIDADANIA*;2
2024;RS;MDB*;126
2024;RS;PDT;50
2024;RS;PL*;37
2024;RS;PODE;2
2024;RS;PP*;164
2024;RS;PRD;4
2024;RS;PSB;8
2024;RS;PSD;12
2024;RS;PSDB;35
2024;RS;PT;20
2024;RS;REPUBLICANOS*;16
2024;RS;UNIÃO;21
2024;SC;CIDADANIA*;2
2024;SC;MDB*;70
2024;SC;NOVO;3
2024;SC;PL*;90
2024;SC;PODE;3
2024;SC;PP*;53
2024;SC;PSD;41
2024;SC;PSDB;13
2024;SC;PT;7
2024;SC;REPUBLICANOS*;4
2024;SC;UNIÃO;9
2024;SE;MDB*;3
2024;SE;PDT;1
2024;SE;PL*;6
2024;SE;PODE;1
2024;SE;PP*;5
2024;SE;PSB;1
2024;SE;PSD;25
2024;SE;PT;6
2024;SE;REPUBLICANOS*;2
2024;SE;UNIÃO;22
2024;SP;AVANTE*;2
2024;SP;CIDADANIA*;5
2024;SP;MDB*;70
2024;SP;MOBILIZA*;1
2024;SP;NOVO;4
2024;SP;PDT;4
2024;SP;PL*;105
2024;SP;PODE;31
2024;SP;PP*;48
2024;SP;PRD;2
2024;SP;PSB;11
2024;SP;PSD;208
2024;SP;PSDB;21
2024;SP;PT;4
2024;SP;REPUBLICANOS*;85
2024;SP;SOLIDARIEDADE*;5
2024;SP;UNIÃO;36
2024;TO;AGIR*;1
2024;TO;MDB*;4
2024;TO;PDT;8
2024;TO;PL*;3
2024;TO;PODE;1
2024;TO;PP*;15
2024;TO;PSB;1
2024;TO;PSD;6
2024;TO;PSDB;2
2024;TO;PT;3
2024;TO;REPUBLICANOS*;57
2024;TO;SOLIDARIEDADE*;1
2024;TO;UNIÃO;37
